Id	Garganega	Glera	Moscatobianco	Passerina	Vermentino
Vitvi13g01113	5.7774	0.330887	2.23113	1.35479	0.63926
Vitvi14g00358	3.12526	3.38807	3.05461	1.33523	5.45098
Vitvi14g01916	126.271	136.268	114.842	104	63.881
Vitvi14g01910	1808.79	791.727	598.854	1034.43	823.587
Vitvi14g01911	9.86327	6.17825	4.89039	2.1699	3.84806
Vitvi14g01918	3.0454	0.971316	0.795735	0.844444	0.324396
Vitvi14g01919	65.2044	106.099	92.0779	71.7359	53.9022
Vitvi14g01867	418.989	510.055	451.55	474.889	428.247
Vitvi05g01970	1.57758	0.623384	1.3235	1.78131	1.27852
Vitvi05g01971	0.253608	0	0.263881	0	2.56719
Vitvi05g01972	10.5021	11.6563	11.703	7.25195	8.35023
Vitvi19g00691	2.01497	0.330887	0.791644	3.7652	0.960065
Vitvi19g00690	17.328	25.953	50.4826	37.7988	36.6398
Vitvi19g00693	99.5244	115.404	136.378	150.156	110.481
Vitvi19g00692	165.55	181.681	154.092	189.204	161.459
Vitvi19g00695	2257.48	3348.47	3374.48	2717.47	2846.14
Vitvi19g00694	14777.3	14462.5	16441.8	11625.8	12430.8
Vitvi10g01622	0.253608	0.661775	1.3235	0	0.317835
Vitvi10g01621	0	0	0.263881	0	0
Vitvi05g00599	48.0059	98.7058	94.5351	125.124	85.8285
Vitvi05g00598	1.50775	0	2.12742	0	0.642851
Vitvi05g00596	1.33197	1.22542	5.52596	1.3995	0.963656
Vitvi05g00591	0	1.22542	1.42721	1.41905	0.645821
Vitvi05g00590	6.53823	3.37947	11.8281	4.66413	3.1963
Vitvi05g00592	6.19669	11.2762	25.7262	169.934	94.7873
Vitvi17g00830	38.0988	30.402	10.5919	34.7433	23.1015
Vitvi17g00836	0.944609	8.93019	4.16244	4.68368	0.64223
Vitvi19g00038	551.582	637.916	650.307	622.394	620.467
Vitvi05g00629	278.353	582.864	1653.16	1722.63	561.224
Vitvi05g00628	12.8128	13.014	17.0811	20.7456	18.2617
Vitvi05g00623	808.358	520.52	483.209	583.909	942.11
Vitvi05g00621	214.754	258.312	293.063	361.551	339.745
Vitvi05g00620	1939.53	1911.37	1994.47	1876.12	1971.25
Vitvi05g00627	189.344	186.259	215.257	217.643	212.257
Vitvi05g00626	109.589	133.926	117.186	128.891	125.566
Vitvi05g00625	179.95	202.261	200.65	231.713	205.909
Vitvi05g00624	181.549	214.984	279.894	270.614	186.918
Vitvi09g00079	727.243	627.556	395.276	515.642	661.306
Vitvi09g01130	51.2629	26.8927	1.35943	12.1987	40.5188
Vitvi09g01137	128.24	105.486	94.307	117.527	89.6868
Vitvi03g01529	28.7929	67.5849	78.3721	42.447	44.6686
Vitvi03g01528	0.816752	2.23513	1.06371	0.770401	1.61604
Vitvi03g01521	97.791	51.1018	48.4197	35.1944	34.6912
Vitvi03g01522	112.958	57.4169	48.3683	59.1859	75.7228
Vitvi03g01524	1.68943	0	1.0678	0	0.321425
Vitvi19g01638	224.749	339.707	472.496	407.493	467.95
Vitvi19g01635	206.885	208.563	212.47	334.957	317.034
Vitvi19g01636	65.1699	63.1509	57.1345	49.69	55.2867
Vitvi19g01637	345.987	337.596	386.069	363.864	359.547
Vitvi19g01630	14.6898	8.84911	1.09964	12.7158	19.6058
Vitvi19g01631	0.507216	0	0.567788	1.09473	0.324396
Vitvi09g00660	6.09284	1.22112	0.567788	1.35479	6.10695
Vitvi09g00667	55.9233	8.31525	2.26297	3.87535	35.9923
Vitvi09g00668	85.5578	80.5437	84.9513	97.5076	82.6579
Vitvi03g00699	30.9575	44.1595	4.77025	33.1267	8.98182
Vitvi03g00690	1599.32	1710.99	1997.66	1579.52	1838.17
Vitvi03g00691	0	0	0.299815	6.52691	0
Vitvi03g00692	101.56	223.467	9.27669	233.049	2.56954
Vitvi03g00695	3.00751	1.80612	1.6315	2.43974	1.60886
Vitvi11g01669	140.535	82.6017	173.517	124.634	147.136
Vitvi11g01666	0.253608	1.20838	0	0.260059	0.963656
Vitvi11g01665	71.5846	76.4187	59.8247	50.9557	70.3426
Vitvi11g01664	0.309536	0.292497	0.531854	0.260059	0
Vitvi11g01663	30.1188	11.1865	16.5533	9.34482	13.1829
Vitvi11g01662	63.5409	22.7955	82.8055	45.2002	48.8631
Vitvi02g00175	61.4521	211.041	69.7015	56.4401	117.714
Vitvi02g00176	1678.82	1024.05	1364.42	874.349	1010.26
Vitvi02g00170	50.8297	40.2675	152.282	97.4431	46.5955
Vitvi02g00171	888.43	961.317	1516.67	1150.2	1087.93
Vitvi02g00172	333.53	395.728	463.893	298.894	460.438
Vitvi02g00173	69.7613	72.1789	51.3437	42.2512	74.8525
Vitvi02g00178	1.44382	0.292497	1.9354	1.3995	0.957095
Vitvi02g00179	905.741	805.26	482.499	808.712	698.925
Vitvi18g01965	3.10133	0	4.72204	2.0707	1.28867
Vitvi18g01964	0	0	0	15.1819	0
Vitvi18g01967	337.102	391.343	455.263	337.396	342.655
Vitvi16g01443	2.69797	4.95713	5.22614	5.67504	8.37054
Vitvi18g01961	2.90365	0	0.267972	0.500566	1.91419
Vitvi18g01962	2.63404	6.53048	2.83076	1.55736	3.85165
Vitvi18g01968	79.445	59.5897	81.3403	74.6777	90.5903
Vitvi14g00355	47.7504	39.164	41.6058	12.0029	61.3991
Vitvi10g00748	8.72695	33.8071	18.5924	12.9721	32.7249
Vitvi17g00603	2.20465	4.89739	10.8354	6.36162	3.54335
Vitvi14g00352	26.9954	1.51362	4.22612	39.1204	1.28508
Vitvi18g00703	133.14	753.453	19.8759	711.868	1188.84
Vitvi18g00700	0.253608	0	0	4.25481	0
Vitvi18g00706	723.291	789.517	1040.91	885.459	744.503
Vitvi18g00707	52.3173	33.7499	57.2373	28.8162	44.6365
Vitvi18g00704	1.45183	3.09127	4.35036	1.78131	1.92075
Vitvi18g00708	2.0549	3.05288	6.58558	7.14858	4.17605
Vitvi01g01992	3.37297	7.00875	107.71	5.96443	5.77475
Vitvi01g01993	50.1368	41.5527	86.1641	65.3197	19.5952
Vitvi01g01990	2.89565	59.3295	60.8638	12.5971	34.9822
Vitvi01g01991	638.438	547.387	523.226	525.447	548.342
Vitvi01g01996	360.63	328.405	338.353	352.772	277.252
Vitvi01g01997	14.4425	3.65922	1.36352	19.8667	10.9258
Vitvi01g01994	2.32451	0.309542	1.4313	1.8358	0.648791
Vitvi01g01995	1325.36	1469.52	1202.98	1195.7	1307.12
Vitvi01g01998	55.6503	0.309542	0.563697	20.7852	41.4091
Vitvi01g01999	101.633	12.7259	0.267972	73.5719	63.0056
Vitvi01g00029	656.426	704.425	698.369	552.396	572.93
Vitvi01g00028	134.714	133.916	90.9723	173.846	162.586
Vitvi01g00023	232.471	277.012	299.549	357.842	328.006
Vitvi01g00025	187.788	250.453	147.534	230.797	191.397
Vitvi01g00024	313.162	349.439	303.11	302.899	342.348
Vitvi01g00027	99.6302	78.8573	106.251	39.9178	36.3147
Vitvi01g00026	1482.91	1739.9	1229.95	1239.1	1596.24
Vitvi10g01197	7.72845	0.94997	1.06371	4.60964	7.07061
Vitvi04g00288	73.6436	52.5152	61.297	76.5432	93.1029
Vitvi04g00289	84.9825	34.619	14.1302	106.363	70.7338
Vitvi04g00280	84.6446	91.0659	97.8813	97.09	108.926
Vitvi04g00281	933.42	560.337	193.185	203.123	310.6
Vitvi04g00282	47.3309	308.484	94.4455	61.1537	418.909
Vitvi04g00283	595.272	161.676	212.257	435.824	231.654
Vitvi04g00286	165.496	68.0659	74.2606	54.9302	63.6359
Vitvi04g00287	284.427	239.206	518.074	298.308	170.552
Vitvi17g01449	0.309536	0.584994	1.92722	1.40928	0.64223
Vitvi08g02251	41.5036	26.5363	24.4182	27.063	14.4572
Vitvi08g02250	0.627073	0.623384	1.89538	781.413	0
Vitvi08g02253	2.0789	1.83176	0	1.14922	0.317835
Vitvi08g02252	626.765	840.398	682.625	724.486	908.676
Vitvi08g02257	80.5793	185.13	333.168	133.163	223.206
Vitvi08g02256	16.7448	8.67179	7.6379	12.1033	25.7205
Vitvi08g02259	4.59308	7.77725	3.26299	7.95809	3.19927
Vitvi08g02258	57.0303	128.917	105.787	148.604	97.2256
Vitvi04g01623	1.25415	2.56602	1.43539	0.844444	2.23858
Vitvi04g01624	6.18877	7.581	15.1857	11.2313	15.4024
Vitvi13g02016	48.4551	28.9488	74.9826	54.5011	11.9086
Vitvi12g00504	4.29155	0.877491	0.267972	5.44431	7.39141
Vitvi12g00505	218.864	208.591	341.846	233.131	466.761
Vitvi12g00502	446.264	462.145	452.101	434.839	478.296
Vitvi19g00698	33.1144	12.9969	25.1822	7.22263	30.5143
Vitvi19g01941	4.85469	3.95172	67.1359	54.4338	27.3247
Vitvi06g00026	307.184	250.535	361.153	229.066	316.718
Vitvi06g00027	167.133	216.211	187.689	203.584	193.674
Vitvi06g00024	19.6686	65.6247	83.1369	18.9729	31.5259
Vitvi06g00022	783.717	779.269	749.356	767.51	681.584
Vitvi06g00020	3255.2	2836.51	2507.05	3031.52	2506.74
Vitvi06g00021	19.1153	11.6198	14.738	28.705	2.24218
Vitvi06g00028	145.016	150.349	145.032	186.093	169.758
Vitvi06g00029	9382.24	8262.29	5938.04	5921.81	5720.75
Vitvi01g01319	442.213	356.18	38.8718	157.972	266.976
Vitvi15g00817	644.68	533.533	614.727	546.099	504.301
Vitvi15g00816	7307.2	2902.09	1794.27	4487.51	6171.28
Vitvi15g00815	256.928	306.698	558.544	232.964	261.377
Vitvi15g00814	3.11936	0.894536	5.24571	2.10564	0.648791
Vitvi15g00813	171.033	242.98	211.987	181.065	208.364
Vitvi15g00811	523.384	896.036	428.665	709.379	1189.6
Vitvi15g00810	3983.06	3633.57	4334.95	3807.21	3735.55
Vitvi15g00819	117.117	252.826	145.54	149.22	210.344
Vitvi15g00818	9.82924	18.7761	17.6848	12.0855	7.35563
Vitvi19g00697	492.022	276.871	696.595	467.599	929.491
Vitvi06g01183	65.5055	63.3129	63.1041	64.7538	70.28
Vitvi13g02010	301.287	104.07	16.6097	191.58	96.008
Vitvi19g00696	459.272	579.442	686.451	570.315	673.99
Vitvi07g00072	19.1774	13.0482	17.465	15.2969	12.8466
Vitvi07g00073	446.811	355.727	287.067	344.073	322.419
Vitvi07g00074	113.975	15.2389	53.0971	111.995	81.324
Vitvi07g00075	702.329	254.146	397.469	755.737	580.866
Vitvi07g00078	3567.18	4042.26	3183.73	3303.03	3567.99
Vitvi07g00079	971.909	1004.94	894.212	836.168	981.218
Vitvi12g01297	32.3674	39.0488	41.8906	40.2531	38.4984
Vitvi12g01296	69.7992	94.9451	91.6603	98.254	103.416
Vitvi12g01299	0.880681	2.45085	3.29074	1.60507	1.9309
Vitvi12g01298	0.507216	3.15101	1.69927	0.584385	0.317835
Vitvi17g00373	92.9464	74.965	90.1187	90.9505	81.9341
Vitvi06g01049	7.2032	10.8813	7.40497	9.78529	9.92815
Vitvi06g01048	53.182	62.431	64.2519	60.2125	47.2447
Vitvi06g01046	205.655	246.826	261.068	218.142	221.057
Vitvi06g01044	5.97298	11.6241	8.17705	7.40303	16.0823
Vitvi06g01043	290.473	380.296	224.622	353.418	392.006
Vitvi17g00375	142.584	167.032	178.045	139.654	151.825
Vitvi12g02019	42.9755	49.8552	44.3424	36.5145	43.024
Vitvi12g02016	297.187	290.831	325.261	307.719	319.535
Vitvi12g02017	528.073	889.646	567.654	566.086	494.559
Vitvi12g02013	45.6517	23.6072	30.5489	40.8075	40.4015
Vitvi12g02011	0	2.21808	0.299815	1.22326	0
Vitvi14g00881	248.298	224.768	180.176	283.474	256.869
Vitvi14g00883	56.4893	67.9056	78.8575	62.6644	40.4445
Vitvi14g00887	916.366	1224.31	935.066	1089.15	998.171
Vitvi14g00888	109.116	558.394	413.648	566.199	989.626
Vitvi14g02951	24.0161	31.0534	33.8027	33.9623	35.0715
Vitvi14g02950	861.16	625.873	581.278	465.398	620.41
Vitvi14g02953	119.488	61.6139	161.854	135.104	77.7401
Vitvi14g02952	25.4716	11.9831	26.0734	41.6146	16.0571
Vitvi14g02955	11.5447	11.8101	20.7804	11.547	16.3857
Vitvi14g02954	277.02	331.377	292.342	385.214	374.781
Vitvi14g02956	421.437	763.84	620.023	495.192	653.524
Vitvi14g02958	6.19466	0	3.455	0.898935	0
Vitvi16g01927	8.1377	14.1175	8.89675	6.77954	9.95984
Vitvi16g01926	37.254	49.6054	38.577	39.3269	37.2499
Vitvi16g01923	0.944609	0.292497	0.831669	0	0.64223
Vitvi16g01922	309.423	397.335	345.755	335.578	332.364
Vitvi16g01921	695.582	876.543	758.066	876.423	805.395
Vitvi07g02322	1.82529	1.57335	3.58647	0.574609	3.85103
Vitvi07g02321	3.38097	0.640429	5.88128	3.84901	6.09321
Vitvi08g00062	795.127	727.801	611.011	562.322	469.923
Vitvi08g00063	0.87268	0.640429	0.535945	1.16877	0.648791
Vitvi08g00064	759.635	663.115	672.297	516.843	472.439
Vitvi08g00067	965.669	378.53	311.441	290.655	1194.69
Vitvi05g00913	2.38843	3.41356	2.48682	0.760625	2.57907
Vitvi08g01333	38.8636	57.1509	145.655	51.5697	100.003
Vitvi08g01332	48.7429	75.1127	53.7773	62.0389	62.3677
Vitvi08g01331	14.678	10.5888	9.16063	11.7049	6.74683
Vitvi08g01337	237.658	191.585	614.982	914.193	44.6616
Vitvi08g01336	1343.89	1464.09	843.712	1137.62	1335.51
Vitvi08g01335	20.9563	19.6732	3.35034	16.0319	7.38423
Vitvi08g01339	135.207	281.103	220.767	119.515	300.451
Vitvi08g01338	348.454	378.036	332.346	359.618	316.517
Vitvi05g00001	43.7203	36.3328	63.1514	57.6784	37.2278
Vitvi05g00007	2.39433	0.894536	0.803917	1.40928	3.22192
Vitvi05g00006	7.44291	8.28546	5.49002	8.73827	7.72064
Vitvi19g00035	326.085	422.481	423.98	398.51	524.24
Vitvi19g00034	2.96547	7.4975	5.26208	6.40073	3.54632
Vitvi19g00031	331.482	407.531	355.438	329.89	441.251
Vitvi19g00030	1.33197	1.84451	0.83576	2.37248	1.28211
Vitvi13g00477	2.0629	0.309542	0.267972	0.834668	1.92075
Vitvi13g00476	1.57168	0.309542	2.46316	0.584385	1.60229
Vitvi13g00474	120.773	156.599	149.582	227.03	138.423
Vitvi13g00471	21.7234	26.3335	29.4287	16.4976	31.8013
Vitvi13g00470	176.599	138.791	165.086	115.43	128.47
Vitvi13g00479	0.880681	0.932926	0.791644	1.34501	0.642851
Vitvi13g00478	1.70543	0.915881	2.82666	1.66934	2.5558
Vitvi18g00548	25.2361	45.2374	16.5771	36.1791	17.0447
Vitvi18g00549	58.6801	88.0627	10.2798	82.2193	24.4384
Vitvi15g00597	2.0549	0.91158	0	1.53103	0.635669
Vitvi15g00595	390.597	421.296	643.767	541.315	569.119
Vitvi15g00593	83.343	80.6846	148.91	53.885	171.76
Vitvi02g01238	1.43582	0.292497	1.4313	0.260059	0.324396
Vitvi02g01239	2.80983	4.58785	9.84857	13.9856	6.07884
Vitvi02g01235	1.49175	4.27401	2.96222	6.53722	3.82714
Vitvi02g01237	1.70543	1.22542	2.79073	0.500566	1.60948
Vitvi02g01231	8.17763	0.292497	0.299815	1.80765	53.6742
Vitvi19g01687	21.5817	16.4063	15.4741	18.2751	33.7027
Vitvi08g02013	4.09976	9.47868	1.89538	4.8697	4.83437
Vitvi08g02017	10.5922	14.1755	7.12152	9.84955	8.35866
Vitvi08g02016	0	0.292497	0	0	8.01458
Vitvi05g01835	2691.16	3927.19	1911.37	2926.69	3511.8
Vitvi05g01834	16.4633	16.1095	15.2257	13.9838	9.64374
Vitvi05g01837	0.619072	0.877491	1.93131	0.260059	3.54632
Vitvi05g01836	5.29798	8.12518	6.34126	6.23426	8.98839
Vitvi05g01830	1596.02	1525.15	1983.65	1661.74	1541.01
Vitvi05g01833	8.97459	6.21664	21.6121	15.0096	1.28508
Vitvi05g01832	12.4233	6.9211	8.3126	12.3622	10.5769
Vitvi09g00599	402.516	1252.21	332.176	677.052	1351.1
Vitvi09g00598	7.23512	5.38184	4.96226	5.21919	7.38906
Vitvi07g00617	12.0418	6.26363	4.95817	17.5336	8.00443
Vitvi09g00591	0.507216	0.292497	1.12739	0.324326	0
Vitvi07g00610	363.753	478.036	430.358	446.617	413.645
Vitvi09g00593	28.9124	4.54946	2.36668	10.8868	7.09264
Vitvi09g00592	306.484	288.73	265.189	385.014	315.061
Vitvi09g00595	29678.9	25299.4	20757.3	29322.9	24258.5
Vitvi09g00597	250.937	208.828	244.83	306.227	326.696
Vitvi09g00596	110.202	84.13	77.7474	141.113	65.8177
Vitvi01g02153	15.2812	14.0579	6.06599	4.98167	9.61749
Vitvi01g02150	39.7682	45.8927	91.9078	49.6652	20.9185
Vitvi11g00305	921.19	299.56	726.321	506.841	581.529
Vitvi11g00304	763.197	115.528	560.232	630.197	755.726
Vitvi11g00303	1078.68	895.059	1034.76	820.474	885.346
Vitvi11g00302	42.0128	42.4022	42.6759	51.9411	48.5334
Vitvi11g00301	5125.23	4090.33	1309.1	3512.18	3641.19
Vitvi11g00300	296.705	318.451	293.974	362.716	334.697
Vitvi11g00309	37.7674	11.4749	15.122	41.3839	50.7967
Vitvi11g00308	17648.9	12810.6	20612.6	35693.6	50043.1
Vitvi14g02586	201.629	257.584	578.182	297.874	487.777
Vitvi12g00390	1.44382	3.10832	0	1.08495	1.93387
Vitvi03g00247	1125.3	2737.34	7918.92	1943.02	4720.62
Vitvi03g00246	2478.45	2218.35	2005.43	1312.16	1616.17
Vitvi03g00245	220.781	225.01	284.395	203.258	219.395
Vitvi03g00244	369.32	449.978	299.962	317.502	313.899
Vitvi03g00243	2632.28	2640.06	2658.23	2434.03	2595.71
Vitvi03g00242	2535.63	988.527	4541.93	970.244	1665.63
Vitvi03g00241	436.288	344.534	171.114	341.24	224.934
Vitvi03g00240	347.586	292.397	351.012	238.207	216.273
Vitvi03g00249	3068.13	2437.57	3945.24	3140.88	1924.76
Vitvi03g00248	21.8913	35.7459	14.2462	22.2177	26.3367
Vitvi09g01077	1.32397	1.51362	7.01685	1.35479	6.75995
Vitvi09g01078	7.05345	7.11978	4.85855	8.7732	5.48378
Vitvi01g01383	0.309536	0.954272	0.267972	1.8358	0.321425
Vitvi19g01849	25.4997	14.1242	6.4655	30.1544	29.2661
Vitvi19g01844	16.7926	18.8529	8.57239	8.82887	7.06998
Vitvi19g01842	261.773	304.903	204.881	259.038	280.111
Vitvi19g01840	29.298	18.6652	16.1252	24.7255	13.8107
Vitvi09g00033	14.1628	20.7101	14.4783	13.6808	10.2931
Vitvi09g00030	63.1031	62.8478	99.2064	48.3918	97.9271
Vitvi09g00031	11173.1	13819.3	15007.7	11750.6	14403.3
Vitvi09g00036	2.80183	2.27782	15.6857	5.8415	5.4516
Vitvi06g01203	7.8782	2.09861	1.16742	4.75773	3.51945
Vitvi06g01202	15.4149	11.2676	12.971	10.7545	11.2353
Vitvi06g01204	21.2702	45.1861	22.9737	19.5908	17.2856
Vitvi14g00940	1.57758	5.48669	1.92722	2.77384	0.970217
Vitvi01g01541	11.361	0.309542	0.83576	0	0.64223
Vitvi10g00532	41.6452	36.4805	16.5842	17.6374	15.4275
Vitvi10g00537	4.21372	2.78173	1.09146	2.62575	1.93387
Vitvi10g00536	6.80573	6.10765	0.831669	7.33577	6.11227
Vitvi12g00098	186.72	333.59	318.156	319.502	362.281
Vitvi12g00099	333.902	525.27	207.248	469.813	432.534
Vitvi12g00095	267.245	482.442	430.331	487.054	487.031
Vitvi12g00096	1157.98	1024.74	1128.41	1258.27	957.448
Vitvi12g00097	1200.03	2598.59	2760.17	1455.81	2050.22
Vitvi12g00092	4622.38	6257.57	5514.16	6705.45	5967.23
Vitvi12g00093	933.65	873.613	1172.21	1018.11	1141.46
Vitvi09g01858	1.54768	6.6627	3.1706	0.250283	8.32523
Vitvi09g01853	24.112	22.8704	30.8405	87.4894	52.6724
Vitvi09g01852	69.4897	90.9316	69.9394	108.411	75.443
Vitvi09g01857	14.9855	23.0418	39.0247	7.30944	7.71221
Vitvi09g01855	43.5029	51.6101	50.8479	37.298	24.4092
Vitvi13g00138	131.052	95.1159	57.347	91.321	127.383
Vitvi13g00139	201.29	70.8641	46.6781	96.6527	363.545
Vitvi13g00136	320.239	325.446	299.54	318.201	331.737
Vitvi13g00137	169.274	130.188	75.1856	124.596	180.893
Vitvi13g00134	993.789	978.401	1342.06	1047.87	1255.43
Vitvi13g00135	119.437	102.855	123.231	97.7993	153.779
Vitvi13g00132	1190.47	1180.22	1549.52	1336.96	1525.84
Vitvi13g00133	425.371	428.735	422.46	632.32	600.93
Vitvi13g00131	2024.56	2750.26	3232.41	2315.04	1656.06
Vitvi17g00655	2.58611	1.49657	0	3.08839	1.62198
Vitvi17g00654	13.262	4.29965	1.33168	9.64399	17.3506
Vitvi14g02812	101.775	79.5573	36.0461	71.6259	35.957
Vitvi14g02814	26.6521	0	0.263881	5.17746	10.9305
Vitvi12g01529	445.367	670.83	288.025	492.871	515.416
Vitvi12g01527	119.812	142.441	126.754	128.154	145.45
Vitvi16g01221	40.9942	38.696	26.7426	33.0361	27.3288
Vitvi12g01526	0.627073	1.85725	1.39537	0.250283	0.648791
Vitvi04g00742	65.5578	29.2728	20.0278	32.7508	0.970217
Vitvi04g00744	3.59465	2.50198	1.09146	4.48789	7.39141
Vitvi04g00747	77.7853	78.6923	393.462	96.4832	52.6463
Vitvi04g00749	1093.92	1113.32	861.03	1099.87	954.951
Vitvi04g00748	3965.59	3241.41	3184.17	3028.39	3084.46
Vitvi04g01298	137.281	26.7007	35.7217	254.713	28.6014
Vitvi04g01292	6.50841	3.38377	3.56281	4.25716	3.22316
Vitvi16g01247	257.44	138.332	440.776	280.315	164.175
Vitvi16g01225	57.9348	71.4435	42.9952	91.9557	53.3071
Vitvi16g01244	1671.76	1500.25	1580.93	1675.65	1760.94
Vitvi16g01245	26.2245	3.76579	11.2594	40.1666	3.87728
Vitvi11g00468	320.696	283.202	235.612	273.54	341.064
Vitvi11g00469	58.4965	2.54037	1.09964	7.07571	1.93152
Vitvi11g00466	125.039	80.1466	121.964	183.711	67.1539
Vitvi11g00467	112.764	35.4706	49.209	87.4722	42.0972
Vitvi11g00464	52.0039	47.447	53.2923	98.0466	60.065
Vitvi11g00465	409.512	488.466	501.267	468.188	540.082
Vitvi11g00463	408.928	315.501	379.425	290.444	318.323
Vitvi11g00460	0.309536	42.802	0	82.9275	25.9675
Vitvi11g00461	537.236	524.29	411.753	426.694	453.497
Vitvi14g00058	90.3446	117.737	57.0054	105.708	112.338
Vitvi16g01226	1237.48	1148.74	1018.73	942.201	778.3
Vitvi14g00059	178.194	149.4	124.682	170.956	272.113
Vitvi14g00056	2225.39	2838.17	2864.27	3314.23	3141.91
Vitvi14g00057	1049.98	881.849	782.748	963.763	905.616
Vitvi14g00055	2.34051	1.26381	0.799826	0.574609	3.8415
Vitvi12g02639	219.661	248.417	287.259	232.17	232.694
Vitvi12g02636	1.26215	0.971316	1.9909	1.35479	9.62046
Vitvi12g02634	86.5981	83.0328	102.469	77.7833	83.7943
Vitvi14g00050	4.33147	7.06434	4.9941	4.7761	3.5171
Vitvi14g00051	4035.63	4014.89	3311.09	3265.85	3671.23
Vitvi17g01135	9.54573	2.75178	3.85853	7.46612	7.69439
Vitvi07g01268	45.3139	3.67627	4.68202	22.1726	3.85759
Vitvi07g01269	15.5486	1.53496	3.6224	13.4678	2.25765
Vitvi07g01262	536.442	518.676	502.716	498.663	542.852
Vitvi07g01263	167.236	169.778	139.596	209.63	172.467
Vitvi07g01260	70.7497	89.9768	93.8895	78.748	74.4221
Vitvi07g01261	1648.59	1336.3	691.425	984.526	1465.41
Vitvi07g01266	54.784	31.6787	47.2591	64.4561	42.7342
Vitvi07g01267	9.58363	0.877491	0.795735	5.27667	2.57313
Vitvi07g01264	47.355	27.1318	44.6717	32.5092	43.6961
Vitvi07g01265	23.4727	17.3606	16.6293	22.2985	17.6649
Vitvi12g00777	84.6951	78.9062	73.6796	95.7408	90.007
Vitvi12g00779	21.9431	22.3217	21.6553	22.4271	19.9416
Vitvi01g02045	2989.96	3387.77	2742.13	2374.52	2518.66
Vitvi01g02047	708.169	529.542	413.996	658.009	572.626
Vitvi09g00480	8.06991	10.7577	14.0019	11.5355	4.50638
Vitvi12g02435	5.87123	12.4589	41.8628	5.08088	38.87
Vitvi01g02041	760.918	889.272	573.135	772.454	709.344
Vitvi19g01957	63.9075	7.05574	27.8773	28.1859	21.8063
Vitvi05g00328	239.8	232.942	208.748	221.172	186.489
Vitvi05g00329	112.461	122.916	123.435	122.582	147.717
Vitvi05g00322	551.28	448.344	565.032	429.166	523.253
Vitvi05g00323	692.921	825.502	564.265	705.561	550.419
Vitvi05g00320	477.657	567.016	551.221	478.815	541.746
Vitvi05g00321	2466.23	1552.48	2282.53	1864.54	2112.69
Vitvi05g00326	455.853	492.987	385.271	511.314	365.583
Vitvi05g00325	29.306	36.2476	33.1735	33.0311	36.6374
Vitvi07g00135	350.602	536.29	410.037	481.148	458.407
Vitvi07g00134	421.919	483.313	362.6	426.032	430.112
Vitvi07g00137	38.7996	28.0883	35.0494	74.9783	34.053
Vitvi07g00136	358.02	472.621	405.008	402.759	483.35
Vitvi07g00131	387.019	368.309	400.587	820.236	414.419
Vitvi07g00130	458.005	519.54	399.746	491.631	507.4
Vitvi07g00133	28.9326	29.4606	16.9096	28.8316	31.5239
Vitvi07g00132	404.964	491.501	522.361	512.059	420.266
Vitvi07g00139	11323.8	10990.8	17463.7	19352.4	12397.1
Vitvi07g00138	160.597	123.981	112.54	71.2392	137.119
Vitvi19g00242	419.854	596.923	237.315	469.942	503.078
Vitvi19g00243	1105.6	713.642	580.291	621.591	566.953
Vitvi19g00246	161.865	173.228	224.001	175.262	212.932
Vitvi19g00245	764.544	846.912	961.239	816.674	762.677
Vitvi05g00490	548.882	540.524	510.577	407.226	434.611
Vitvi05g00492	665.142	419.291	429.608	346.474	484.468
Vitvi05g00493	1.27015	1.92559	0.563697	2.81855	0
Vitvi05g00496	3216.88	2671.61	2313.24	2760.08	2471.36
Vitvi05g00497	403.295	429.207	445.687	438.799	423.956
Vitvi05g00498	32.4653	52.2268	54.3623	62.9029	56.1711
Vitvi05g00499	2446.65	3083.23	3806.22	2086.69	3208.31
Vitvi12g01552	8.18563	16.1052	5.75391	9.38692	8.35679
Vitvi12g01553	31.1014	31.8816	17.7977	19.6514	20.8617
Vitvi12g01550	6.92769	4.70732	6.62969	3.38339	1.28508
Vitvi12g01551	9.4877	5.98818	5.51778	9.56316	6.74918
Vitvi14g00438	4.47533	10.0148	3.73846	3.08839	1.93325
Vitvi14g00439	1173.17	1043.6	1196.53	1055.43	1309.33
Vitvi14g00434	96.4514	134.082	88.0205	114.439	126.55
Vitvi14g00437	74.5921	234.319	132.626	75.6517	176.017
Vitvi14g00430	558.331	603.3	675.402	661.063	664.9
Vitvi14g00431	625.367	780.452	1067.88	803.1	713.862
Vitvi14g00432	263.427	187.149	131.859	227.578	200.374
Vitvi14g00433	3917.08	4851.62	3876.1	3802.86	4109.75
Vitvi15g00748	1.94304	4.93578	3.9304	4.23082	2.57313
Vitvi16g01888	2.38843	64.197	73.3912	19.9045	126.53
Vitvi16g01889	1.81729	82.0138	141.4	45.9366	265.315
Vitvi16g01880	237.02	715.476	780.923	571.765	194.095
Vitvi08g00744	2.45236	2.06452	0.795735	0.260059	0.642851
Vitvi08g00740	402.164	406.41	353.178	384.723	410.781
Vitvi15g01403	211.386	284.652	221.308	289.036	260.558
Vitvi07g02519	4.63301	5.57621	1.32759	3.26463	1.60292
Vitvi15g01402	42.8258	26.1457	26.0147	33.6314	34.9785
Vitvi07g02514	3.7284	15.4989	24.0947	18.3547	25.3674
