Id	Barbera	Garganega	Glera	Moscatobianco	Negroamaro	Passerina	Primitivo	Refosco	Sangiovese	Vermentino
Vitvi09g01250	555.952	552.372	552.422	577.264	551.575	609.505	555.647	588.767	524.108	597.552
Vitvi09g00743	0.226505	0.319475	0.331948	0.898914	0.288832	0	0.254358	0	0.961571	0
Vitvi10g01969	201.714	187.782	159.031	318.101	295.629	191.236	190.736	362.029	205.094	144.959
Vitvi10g01968	1.20006	1.44948	0.625131	1.09736	0.822441	0.324728	1.65669	2.09052	1.89683	0
Vitvi10g01964	0.45301	0	0.603269	0.263421	0	1.08893	0	1.08081	0	2.89116
Vitvi12g00209	221.409	204.712	235.523	713.303	241.699	329.251	447.933	162.752	74.0828	210.372
Vitvi12g00208	1.24377	0	5.06863	0.530571	0.288832	4.35216	0.90443	2.37253	1.30288	0.32225
Vitvi12g00201	1.26563	0.565005	0.879549	1.63166	0.264883	0.512635	0.546757	0.564037	1.29041	1.60328
Vitvi12g00200	275.215	245.931	398.966	225.173	291.525	251.193	226.384	223.383	295.459	339.031
Vitvi12g00202	214.96	129.209	211.625	176.214	270.069	195.421	273.927	288.67	255.189	180.776
Vitvi12g00205	993.527	911.9	984.53	813.663	825.448	989.471	971.546	754.616	914.075	801.582
Vitvi12g00204	573.14	475.978	540.597	627.93	598.486	646.372	559.353	633.773	619.972	561.947
Vitvi12g00207	5.68432	0.574081	3.72396	2.19845	1.64488	1.01576	1.44038	13.6278	11.417	0.32225
Vitvi12g00206	2.3325	8.17728	6.71146	3.54804	11.2129	7.41847	18.096	2.09832	5.05776	5.7858
Vitvi14g02618	43.891	50.2376	190.321	19.5716	115.446	58.327	99.5395	39.7891	35.6523	103.067
Vitvi14g02619	46.0944	35.2475	42.027	68.2291	62.6832	30.368	36.4367	116.815	141.594	11.567
Vitvi17g01508	1014.66	2024.03	1640.65	922.333	937.977	1273.84	1129.07	1041	1253.23	1642.28
Vitvi17g01500	2.46765	0.638949	1.17273	4.06743	1.92603	0.503129	1.44038	2.15772	2.53512	0.636532
Vitvi17g01501	170.465	162.059	157.192	215.257	233.796	184.641	204.253	194.42	165.405	187.354
Vitvi17g01504	34.2967	42.0541	37.1472	9.78516	1.08348	25.6911	1.48923	19.0119	43.266	30.8961
Vitvi17g01505	95.4755	87.1389	74.6553	81.3158	74.0244	81.5058	80.3223	89.3808	86.6613	57.9353
Vitvi17g01506	581.975	1080.59	850.228	439.568	501.913	769.064	589.284	620.697	709.319	959.258
Vitvi17g01507	13.7667	18.2951	19.1983	6.83639	7.71091	11.7837	9.82267	6.36408	10.5081	16.7465
Vitvi06g00329	13.6476	21.1354	14.6773	16.4643	13.6533	17.8683	13.8611	31.5521	14.9442	15.1335
Vitvi06g00328	213.233	246.567	252.466	250.804	254.807	264.331	248.418	339.637	213.724	292.333
Vitvi06g00321	72386.9	51247.9	60155.3	49495	50089.9	54039.3	69999.9	93129.5	71026.9	50289.9
Vitvi06g00320	63.8371	64.9947	37.0211	56.1006	46.4117	58.0456	70.6414	106.813	75.2915	44.1377
Vitvi06g00323	0.725192	3.51422	1.55043	0	8.00832	238.884	0.584799	6.18099	15.1265	7.71084
