gene	Barbera_Touch	Negroamaro_Touch	Primitivo_Touch	Refosco_Touch	Sangiovese_Touch
Vitvi13g01113	1.49397	1.64738	6.78665	0.241977	1.87905
Vitvi14g00358	1.6746	1.93622	6.23241	1.80492	1.62962
Vitvi14g01916	78.6793	121.841	115.449	165.085	179.039
Vitvi14g01910	853.084	1301.89	837.181	1216.18	768.956
Vitvi14g01911	8.98666	13.9366	14.1683	6.2705	6.00358
Vitvi14g01919	117.402	70.9669	61.2112	117.11	114.001
Vitvi14g01867	512.034	491.582	583.254	525.856	469.815
Vitvi05g01970	0.950397	1.35855	3.36342	1.00337	1.89878
Vitvi05g01972	4.82209	7.74486	11.1861	9.69881	20.0884
Vitvi19g00691	0.701404	1.10865	2.29153	1.8096	1.28154
Vitvi19g00690	30.7405	36.4184	13.1745	22.1606	33.3193
Vitvi19g00693	110.437	94.8103	142.649	120.419	151.598
Vitvi19g00692	197.06	159.356	162.965	148.598	199.198
Vitvi19g00695	3233	2344.42	2996.71	2914.36	2905.21
Vitvi19g00694	14711.2	12140.7	12981.5	11229	13763.5
Vitvi10g01622	0.724202	0	0.253905	0.806229	0
Vitvi10g01621	0.769786	0.269369	0	0.27744	0
Vitvi02g01539	0	0	0.292599	3.29116	0
Vitvi05g00599	223.202	89.8526	594.88	98.9951	120.435
Vitvi05g00591	0.497996	1.91675	1.38561	0.241977	0
Vitvi05g00590	5.86192	6.59342	3.40211	6.39829	1.57043
Vitvi05g00592	20.6194	120.194	12.2334	114.87	17.3523
Vitvi17g00830	19.6462	18.5045	39.5727	38.3933	24.6527
Vitvi17g00836	0	4.6144	0	0.241977	0
Vitvi19g00038	617.293	668.91	714.25	533.903	565.03
Vitvi05g00629	1320.32	1858.14	1762.05	1810.72	1613.56
Vitvi05g00628	23.0427	13.2258	17.1723	17.2267	13.0164
Vitvi05g00623	675.11	461.007	286.037	782.82	674.491
Vitvi05g00621	387.177	394.107	421.422	349.236	353.19
Vitvi05g00620	1954.04	1699.79	1654.18	1836.48	2060.98
Vitvi05g00627	188.238	186.364	188.85	169.137	158.054
Vitvi05g00626	151.344	100.686	127.842	132.737	145.874
Vitvi05g00625	186.293	193.032	207.196	216.171	291.642
Vitvi05g00624	184.724	245.462	243.269	241.42	200.295
Vitvi09g00079	636.496	635.592	511.585	702.285	426.142
Vitvi09g01130	42.894	29.8407	19.9358	32.8726	33.0138
Vitvi09g01137	102.788	117.643	102.762	111.276	122.078
Vitvi03g01529	34.1563	39.0578	35.6628	82.725	43.4855
Vitvi03g01528	0	0.534861	0.253905	0.564252	1.25732
Vitvi03g01521	93.2089	102.426	52.7801	32.1306	36.4401
Vitvi03g01523	0.475198	2.49442	0.546504	1.08367	0.953198
Vitvi03g01522	57.2183	118.44	70.0686	101.221	66.9428
Vitvi19g01638	371.728	482.965	301.751	355.4	326.219
Vitvi19g01635	176.056	248.349	222.089	161.725	276.011
Vitvi19g01636	67.6307	47.2394	64.7465	66.2876	49.9454
Vitvi19g01637	368.863	352.836	368.422	377.223	310.345
Vitvi19g01630	5.68135	25.4177	2.62283	12.1623	13.9983
Vitvi19g01631	0.226206	0.554323	1.66764	0.483955	0
Vitvi09g00660	1.76576	1.64738	0.934058	1.00337	2.86721
Vitvi09g00667	17.7033	19.7297	1.44187	6.44515	5.69496
Vitvi09g00668	115.553	124.151	156.16	83.1239	122.284
Vitvi03g00699	17.8821	10.1031	50.3402	22.377	18.3754
Vitvi03g00690	1274.89	1068.99	1745.31	1264.21	1090.92
Vitvi03g00692	115.062	81.9717	246.464	257.159	219.503
Vitvi03g00695	2.46718	2.7482	3.45137	3.05964	2.19529
Vitvi11g01669	167.208	78.352	162.346	150.716	73.4765
Vitvi11g01665	73.4522	55.5384	54.0843	81.6557	67.621
Vitvi11g01664	0.248993	0.800354	0.877797	0	0
Vitvi11g01663	11.6133	46.4942	18.0233	70.0355	18.6321
Vitvi11g01662	42.6501	261.86	65.5909	173.325	41.6912
Vitvi02g00175	68.7862	168.254	60.7633	70.6642	60.834
Vitvi02g00176	954.861	1146.49	926.331	1177.41	1043.1
Vitvi02g00177	1.19939	0.534861	1.73447	0.524103	0.644579
Vitvi02g00170	182.118	40.8571	40.4188	172.838	47.006
Vitvi02g00171	1259.35	944.237	954.031	1327.91	906.008
Vitvi02g00172	530.42	304.83	456.173	573.233	607.859
Vitvi02g00173	61.5215	54.4229	64.9172	60.4725	66.4045
Vitvi02g00178	0.904823	1.09306	2.65096	1.12382	2.88382
Vitvi02g00179	602.245	652.729	601.797	1004.38	625.759
Vitvi18g01964	9.48462	0	0	1.69276	0
Vitvi18g01967	347.243	408.133	328.627	341.628	408.734
Vitvi16g01443	4.93434	1.97902	2.02707	3.24163	8.19886
Vitvi18g01961	0	0.265492	0.546504	0.524103	8.87078
Vitvi18g01962	3.71214	1.11252	0.253905	0.801543	3.20317
Vitvi18g01968	90.377	84.9345	98.7597	103.686	55.1671
Vitvi14g00355	49.773	54.0439	46.1167	34.3423	31.041
Vitvi10g00748	32.7501	59.3381	9.15201	16.2019	32.7295
Vitvi17g00603	13.0162	7.67097	8.62308	0.483955	4.45737
Vitvi14g00352	1.47118	1.62792	2.6017	2.92405	2.56309
Vitvi18g00703	29.0414	43.7101	43.0564	119.047	949.909
Vitvi18g00700	0	0.269369	0.292599	0.846378	0
Vitvi18g00706	944.975	652.905	852.507	635.807	734.369
Vitvi18g00707	44.5002	31.4209	39.7942	33.1829	40.9692
Vitvi18g00704	1.26778	2.4672	1.30822	0.761395	1.9064
Vitvi18g00708	6.56336	1.36243	5.39048	5.19151	6.71184
Vitvi01g01992	13.3546	10.6691	1.25479	7.51273	9.85271
Vitvi01g01993	45.9958	152.798	66.6694	90.5194	49.8949
Vitvi01g01990	99.0953	1.65126	88.7836	11.3597	50.2804
Vitvi01g01991	576.146	512.464	618.345	564.537	542.698
Vitvi01g01996	315.831	315.398	358.301	332.971	291.712
Vitvi01g01997	2.51275	9.91928	12.7236	5.61549	19.0882
Vitvi01g01994	0.724191	0.288831	0.292599	1.73399	0.624851
Vitvi01g01995	1189.04	1263.92	1371.33	1319.97	1151.15
Vitvi01g01998	7.26474	51.6823	92.7727	0	1.55071
Vitvi01g01999	2.73895	26.3425	41.5105	0	11.5644
Vitvi01g00029	651.169	578.146	637.124	616.936	655.934
Vitvi01g00028	123.318	172.629	164.79	123.456	141.217
Vitvi01g00023	252.163	339.208	335.36	348.328	260.476
Vitvi01g00025	182.669	233.843	204.519	229.9	220.73
Vitvi01g00024	333.737	309.03	286.492	340.812	315.448
Vitvi01g00027	72.977	26.3348	45.4344	59.9425	69.2475
Vitvi01g00026	1069.54	1691.65	1446.2	1697.96	1502.37
Vitvi10g01197	2.91957	6.2424	0.800409	6.8963	1.93374
Vitvi04g00288	64.6758	72.0056	68.5783	66.3764	75.8503
Vitvi04g00289	37.2601	12.6131	24.4056	65.5349	35.2275
Vitvi04g00280	86.5315	81.9986	107.557	103.32	118.464
Vitvi04g00281	353.384	361.363	216.023	320.943	304.578
Vitvi04g00282	216.698	31.7145	70.345	281.297	139.482
Vitvi04g00283	287.103	275.458	276.06	320.646	220.883
Vitvi04g00286	102.311	55.3634	48.7634	59.2423	94.5721
Vitvi04g00287	282.235	383.435	370.237	469.33	486.683
Vitvi17g01449	0.497996	0.265492	0.546504	4.81863	0.617237
Vitvi08g02251	33.3165	24.0125	31.1789	32.6213	27.6988
Vitvi08g02250	0	0	0.839103	0.524103	0
Vitvi08g02253	0.792572	5.73855	0.546504	1.08836	0.328346
Vitvi08g02252	834.676	738.264	697.531	691.297	709.486
Vitvi08g02257	228.889	223.697	333.156	206.476	230.872
Vitvi08g02256	20.6861	13.9522	18.9497	13.9298	21.8522
Vitvi08g02259	8.51317	10.2237	13.83	8.79557	7.99961
Vitvi08g02258	96.1109	125.163	139.596	139.399	103.251
Vitvi04g01623	3.19136	1.08918	3.31416	1.07898	3.16371
Vitvi04g01624	14.6241	7.72153	10.5271	10.8117	17.1011
Vitvi13g02016	51.6561	50.0547	24.9957	35.1068	77.3881
Vitvi12g00504	1.26778	1.06972	4.57951	5.09138	0.953198
Vitvi12g00505	677.052	120.726	636.505	517.882	562.55
Vitvi12g00502	328.985	550.819	421.356	486.068	434.553
Vitvi19g00698	21.1418	11.2817	14.4328	26.5771	2.52363
Vitvi19g01941	80.2451	5.18035	44.1311	30.5849	82.2912
Vitvi06g00026	274.502	298.989	287.757	280.858	313.889
Vitvi06g00027	153.715	180.933	188.957	191.465	155.511
Vitvi06g00024	59.2736	23.0712	90.506	26.3889	24.4849
Vitvi06g00022	684.912	782.814	755.724	661.31	711.302
Vitvi06g00020	2761.18	2892.64	2843.78	3273.81	3262.88
Vitvi06g00021	8.8271	19.2452	20.8431	24.6326	27.1593
Vitvi06g00028	168.288	139.205	203.986	142.343	215.791
Vitvi06g00029	7895.26	5691.44	5478.27	6950.52	6615.29
Vitvi01g01319	177.652	97.2653	150.73	136.485	194.918
Vitvi15g00817	619.776	488.773	568.73	598.248	626.749
Vitvi15g00816	1784.61	4880.57	3745.11	5120.24	4278.06
Vitvi15g00815	310.343	325.223	352.393	284.256	409.531
Vitvi15g00814	0.497996	1.38577	1.50869	0.241977	2.24686
Vitvi15g00813	189.158	199.819	187.658	199.51	223.802
Vitvi15g00811	851.377	834.527	907.932	771.644	835.371
Vitvi15g00810	3874.84	3840.3	3519.55	4019.52	3686.78
Vitvi15g00819	182.781	182.111	150.844	214.364	139.414
Vitvi15g00818	8.19407	13.9911	12.2228	16.3422	6.37588
Vitvi19g00697	576.23	405.562	458.248	464.467	518.449
Vitvi06g01183	75.0146	57.3658	71.1005	74.8987	62.0887
Vitvi13g02010	95.671	20.3385	111.535	52.1128	133.398
Vitvi19g00696	588.546	634.191	616.522	680.192	537.377
Vitvi07g00072	13.9421	7.98702	12.156	10.4415	11.1737
Vitvi07g00073	236.247	322.557	350.106	331.232	285.059
Vitvi07g00074	65.2792	52.0169	45.2558	40.6006	117.493
Vitvi07g00075	602.577	405.579	421.646	369.09	676.314
Vitvi07g00078	4392.69	3882.82	3242.49	3324.99	3211.78
Vitvi07g00079	1140.53	922.986	821.861	1034.26	929.451
Vitvi12g01297	32.843	45.9206	37.4408	35.2277	31.7655
Vitvi12g01296	79.0633	101.494	78.4898	87.2248	82.1729
Vitvi12g01299	1.78856	1.08918	1.37504	2.09173	4.44837
Vitvi12g01298	1.04158	1.35855	1.73447	1.32565	2.5752
Vitvi17g00373	104.598	71.6417	94.8203	93.2027	77.1239
Vitvi06g01049	8.1485	8.00648	9.04232	5.10076	6.96127
Vitvi06g01048	50.1132	57.6897	71.7524	59.3628	63.7216
Vitvi06g01046	322.955	222.208	223.081	255.777	255.765
Vitvi06g01044	11.5906	7.4482	4.24121	10.6714	10.4699
Vitvi06g01043	355.039	271.631	328.777	312.648	280.249
Vitvi17g00375	144.26	163.997	166.18	143.263	139.358
Vitvi12g02019	42.3977	69.2368	47.7532	39.0367	35.4693
Vitvi12g02016	273.359	297.093	279.361	269.171	234.742
Vitvi12g02017	501.254	546.653	525.398	530.191	472.936
Vitvi12g02013	43.4376	24.812	42.0859	23.6812	37.7964
Vitvi12g02011	0	3.87631	0	0.766081	5.40745
Vitvi14g00881	267.568	197.082	201.585	184.719	282.046
Vitvi14g00883	88.5919	83.4625	49.9408	69.9622	87.1959
Vitvi14g00887	1236.66	930.751	966.168	1192.11	1217.65
Vitvi14g00888	414.929	563.255	376.911	569.318	355.239
Vitvi14g02951	28.9257	37.5271	36.8507	30.344	39.5409
Vitvi14g02950	487.961	834.757	514.878	813.989	722.557
Vitvi14g02953	126.306	96.7969	147.889	113.651	83.4634
Vitvi14g02952	25.0101	30.4378	32.4055	27.6869	27.2157
Vitvi14g02955	11.4766	14.5532	19.8571	9.03863	8.28227
Vitvi14g02954	247.025	381.092	363.427	260.844	291.457
Vitvi14g02956	614.338	672.5	572.148	473.661	669.433
Vitvi14g02958	3.66658	0.534861	0.585198	3.18008	0.316233
Vitvi16g01927	10.6385	10.4893	11.3422	13.4536	12.4158
Vitvi16g01926	61.0935	47.0515	61.0854	31.3509	35.6998
Vitvi16g01923	0.497996	0.823692	0	0.519417	0
Vitvi16g01922	351.36	394.869	341.595	341.764	374.498
Vitvi16g01921	763.577	921.844	898.47	845.313	889.696
Vitvi07g02322	1.53956	0.554323	1.62895	2.89796	1.57805
Vitvi07g02321	1.15382	1.88954	3.49706	5.14091	4.39057
Vitvi08g00062	810.718	607.277	759.576	574.901	525.3
Vitvi08g00064	585.522	538.419	477.295	492.607	555.521
Vitvi08g00067	319.985	330.685	1168.98	149.229	520.654
Vitvi05g00913	2.46716	2.49829	3.46893	3.13056	1.30127
Vitvi08g01333	93.5087	279.704	49.8218	53.497	338.167
Vitvi08g01332	68.5371	99.7892	73.4237	42.3384	83.8966
Vitvi08g01331	14.5768	32.4089	16.329	8.98803	6.79525
Vitvi08g01337	159.288	1102.05	755.233	496.485	489.914
Vitvi08g01336	968.415	1128.83	1525.91	1271.48	1117.68
Vitvi08g01335	3.75775	10.3725	8.9825	3.86587	5.4258
Vitvi08g01339	199.414	150.589	159.15	248.245	269.781
Vitvi08g01338	289.283	401.161	225.66	413.922	332.387
Vitvi05g00001	75.2829	59.7036	48.4877	53.6873	44.5159
Vitvi05g00007	10.1405	3.05649	7.01243	5.05592	1.60989
Vitvi05g00006	14.0543	7.70594	15.1917	6.80554	4.14114
Vitvi19g00035	421.309	502.092	370.359	512.987	421.981
Vitvi19g00034	4.91153	2.18612	5.52413	1.8096	5.71019
Vitvi19g00031	404.944	388.066	387.068	386.817	339.671
Vitvi19g00030	1.4256	0.843154	1.98837	0.27744	0.941084
Vitvi13g00477	1.22219	0.823692	1.15983	0.559566	2.53886
Vitvi13g00476	2.10594	1.38577	0.50781	0.832319	0.636965
Vitvi13g00474	134.658	193.081	165.243	148.34	143.237
Vitvi13g00471	28.0226	19.7257	22.0691	28.4191	30.5978
Vitvi13g00470	166.544	83.2835	192.38	167.57	134.38
Vitvi13g00479	1.72017	1.09306	1.19853	0.27744	0.308618
Vitvi13g00478	1.74298	1.64738	3.17633	0.282126	1.92612
Vitvi18g00548	88.6848	26.0109	56.7283	19.0165	21.9633
Vitvi18g00549	130.336	49.3953	106.341	68.8732	52.4456
Vitvi15g00599	0	14.065	0	0	0
Vitvi15g00597	0.248993	0.269369	0	0.241977	0
Vitvi15g00595	535.193	651.076	534.284	442.455	490.691
Vitvi15g00593	100.188	70.0254	80.2665	137.974	96.2978
Vitvi02g01238	1.58514	0.82757	0.962188	0.241977	0.644579
Vitvi02g01239	8.37469	7.64375	7.77831	2.67738	6.97027
Vitvi02g01235	6.2249	5.28154	8.47469	4.3253	5.93678
Vitvi02g01237	0.769786	1.08918	1.73447	0.832319	1.92612
Vitvi02g01231	6.7457	1.09306	57.9317	5.05124	28.0334
Vitvi02g01232	0.248993	0	6.30697	0	0.965311
Vitvi19g01687	23.1338	20.8656	15.4554	37.3529	28.2918
Vitvi08g02013	2.48997	14.4715	4.26934	0.27744	3.14398
Vitvi08g02017	7.65049	9.79483	8.47886	13.3889	11.1782
Vitvi08g02016	0	0	0	0	8.4573
Vitvi05g01835	3926.14	2794.51	2982.6	4370.03	4280.32
Vitvi05g01834	0.248993	18.9528	0	0.241977	10.1129
Vitvi05g01837	0.520783	3.26755	2.82747	3.40331	0
Vitvi05g01836	5.25172	9.36891	3.50763	1.88053	2.91116
Vitvi05g01830	1787.02	1573.96	1657.25	1376.07	1498.16
Vitvi05g01833	44.1669	20.9511	0.867233	22.8223	13.8239
Vitvi05g01832	12.4042	15.6813	11.81	14.6885	12.3552
Vitvi09g00599	300.976	1606.92	279.871	261.486	536.834
Vitvi09g00598	6.45109	4.9344	2.57357	7.95388	2.86721
Vitvi07g00617	8.19578	25.7184	7.71432	13.8338	2.82775
Vitvi09g00591	1.49399	0.269369	0.320729	0.27744	0.308618
Vitvi07g00610	460.88	412.489	412.073	400.185	383.32
Vitvi09g00593	0.520783	10.7352	11.1791	14.7297	5.07011
Vitvi09g00592	284.801	355.304	307.388	380.189	348.905
Vitvi09g00595	30210.9	24450.9	30489.9	26503.5	24154.6
Vitvi09g00597	208.24	330.088	307.498	348.365	338.312
Vitvi09g00596	80.6064	132.448	116.374	183.597	98.5634
Vitvi01g02153	10.9786	8.22134	9.25753	7.04752	6.0278
Vitvi01g02150	100.342	35.8642	44.0037	44.0249	33.7571
Vitvi11g00305	509.555	728.152	340.013	575.417	565.938
Vitvi11g00304	403.591	745.746	263.863	622.753	996.252
Vitvi11g00303	1050.6	780.708	929.607	581.252	1015.36
Vitvi11g00302	43.5658	46.6188	43.4193	46.4369	52.4504
Vitvi11g00301	2300.45	2749.71	2695.41	5414.39	2980.36
Vitvi11g00300	296.276	357.806	325.032	357.542	287.92
Vitvi11g00309	9.6425	45.0764	7.85719	55.9718	32.4482
Vitvi11g00308	9881.84	36948.8	4714.13	18750.3	23715.7
Vitvi14g02586	324.228	241.207	223.994	141.849	196.286
Vitvi12g00390	1.96916	1.6318	1.09301	0	0.328346
Vitvi03g00247	2436.54	3872.89	3171.98	2873.67	4368.36
Vitvi03g00246	2073.29	1364.75	1810.41	1586.09	2143.87
Vitvi03g00245	207.568	288.525	281.967	278.05	296.134
Vitvi03g00244	314.996	332.002	378.575	407.949	455.248
Vitvi03g00243	2608.97	2598.97	2458.02	2656.67	2523.76
Vitvi03g00242	605.971	2898.24	2098.15	1817.39	1797.79
Vitvi03g00241	238.055	262.176	252.443	419.547	285.059
Vitvi03g00240	266.009	252.635	260.361	272.871	303.285
Vitvi03g00249	3005.44	2693.77	3342.71	3804.74	3717.56
Vitvi03g00248	17.6104	48.2195	20.7692	35.2793	38.0033
Vitvi09g01077	4.05059	3.88019	2.61226	0.241977	3.20455
Vitvi09g01078	6.27048	4.93045	7.27333	6.07335	8.91474
Vitvi01g01383	0.746988	0	0.50781	0.282126	1.26182
Vitvi19g01849	12.1341	31.2497	7.99918	35.9927	15.5902
Vitvi19g01848	0.248993	0.804231	0	0	0.308618
Vitvi19g01844	12.3814	10.9423	19.5616	10.2595	10.1689
Vitvi19g01842	291.697	230.69	243.414	244.555	211.016
Vitvi19g01840	14.9398	13.4523	13.9426	23.3694	13.3327
Vitvi09g00033	18.7203	8.48683	11.8071	10.747	18.646
Vitvi09g00030	90.4278	35.0726	55.1062	129.182	53.9738
Vitvi09g00031	10126.5	13153.7	14877.8	13338.8	13759.7
Vitvi09g00036	1.01878	0.82757	0.613329	10.5557	0.328346
Vitvi09g00035	1.72018	0.800354	0.641459	0.801543	1.30127
Vitvi06g01203	4.21013	3.818	6.84291	3.84135	4.4103
Vitvi06g01202	9.64249	12.1171	15.5926	16.9575	9.87867
Vitvi06g01204	36.2606	29.7083	21.6457	12.5222	25.3914
Vitvi14g00940	16.5021	15.1269	27.0713	9.76708	3.42215
Vitvi01g01548	0.54358	0	0.320729	1.31627	0
Vitvi01g01541	5.00273	1.35468	0	0.282126	0.624851
Vitvi01g01543	0	2.22892	0.253905	0	0.316233
Vitvi01g01546	0.452412	0	1.38561	0	0.636965
Vitvi10g00532	36.0799	41.2781	38.0928	26.6606	27.2687
Vitvi10g00537	0.950397	5.19206	3.24316	1.25004	0.636965
Vitvi10g00536	0.746988	16.4427	10.0615	1.25004	0.953198
Vitvi12g00098	269.787	294.036	311.327	373.4	229.603
Vitvi12g00099	359.547	715.166	350.837	625.592	383.995
Vitvi12g00095	571.63	421.474	663.671	453.366	534.162
Vitvi12g00096	838.923	523.179	1340.83	1310.62	1140.74
Vitvi12g00097	2208.27	1958.11	2509.71	1928.42	1861.02
Vitvi12g00092	5867.47	5975.71	6091.31	7248.99	6842.58
Vitvi12g00093	1180.68	784.607	674.698	1116.21	884.957
Vitvi09g01858	1.08716	5.36412	0.761715	3.10339	3.20317
Vitvi09g01853	33.1393	29.9963	32.6447	35.0561	22.7037
Vitvi09g01852	79.6787	90.4264	82.0502	89.702	75.3843
Vitvi09g01857	19.4866	12.4644	33.8904	35.3194	4.14875
Vitvi09g01855	44.8842	52.4587	47.9242	37.8358	44.1408
Vitvi13g00138	140.241	73.6414	70.4702	75.3471	90.1614
Vitvi13g00139	157.478	218.555	106.846	79.6224	112.801
Vitvi13g00136	319.05	357.503	291.392	215.135	258.01
Vitvi13g00137	176.71	90.0957	90.7746	105.009	123.48
Vitvi13g00134	822.146	1146.99	1032.14	966.171	1027.03
Vitvi13g00135	119.018	111.098	106.436	109	94.9402
Vitvi13g00132	1558.17	1122.66	1174.79	1213.7	1117.86
Vitvi13g00133	506.773	476.897	477.847	541.889	454.56
Vitvi13g00131	1598.37	2492.17	2856.42	1968.14	2792.49
Vitvi17g00650	0.27179	0.269369	0.320729	0	0.308618
Vitvi17g00655	1.04158	1.09306	1.41374	1.39657	0.953198
Vitvi17g00654	0.475198	17.3053	11.708	15.73	11.054
Vitvi14g02812	39.7271	73.2851	66.2129	66.088	98.2921
Vitvi14g02814	1.96918	13.6711	0	15.3462	1.59778
Vitvi12g01529	431.749	561.065	496.318	744.025	658.201
Vitvi12g01527	89.0232	137.656	140.81	129.554	113.156
Vitvi16g01221	46.7834	30.8861	37.113	44.5944	40.4872
Vitvi12g01526	2.71616	1.10865	1.18796	0.766081	0.925855
Vitvi04g00742	0.701404	18.1057	16.9719	0.846378	46.1549
Vitvi04g00744	4.88877	0.843154	6.40193	4.72319	6.0278
Vitvi04g00747	292.672	159.347	76.7275	29.1419	223.144
Vitvi04g00749	1119.09	955.42	1005.18	1033.01	1046.21
Vitvi04g00748	3508.45	3142.47	3096.9	3030.16	3032.63
Vitvi04g01298	128.822	61.8868	22.6929	38.9763	35.3988
Vitvi04g01292	1.1766	3.56414	8.3903	9.83238	3.80068
Vitvi16g01247	639.968	405.136	464.657	362.315	485.231
Vitvi16g01225	104.147	91.5718	74.8885	48.0232	78.8068
Vitvi16g01244	958.885	2310.25	1547.89	1918.27	1263.44
Vitvi16g01245	2.98795	3.05262	11.0349	12.9911	8.55905
Vitvi11g00468	353.782	286.266	355.672	290.095	424.678
Vitvi11g00469	10.0738	2.74828	4.6569	6.67775	17.8035
Vitvi11g00466	105.634	95.3316	194.385	99.0315	110.182
Vitvi11g00467	25.6045	75.0308	121.664	76.6989	82.8417
Vitvi11g00464	56.2993	102.539	63.929	82.3555	66.2861
Vitvi11g00465	495.871	412.527	516.831	510.286	411.961
Vitvi11g00463	283.798	308.117	285.494	326.703	326.921
Vitvi11g00460	0.475198	130.129	72.8799	7.90061	2.85198
Vitvi11g00461	441.91	337.794	313.665	447.358	403.468
Vitvi14g00058	62.7875	122.946	86.7064	79.453	98.0684
Vitvi16g01226	1456.8	864.95	1001.35	1009.01	998.327
Vitvi14g00059	92.9405	476.517	94.267	119.267	64.8571
Vitvi14g00056	3309.92	3286.29	3450.72	3192.38	2693.87
Vitvi14g00057	905.177	1019.61	931.711	923.922	709.776
Vitvi14g00055	2.21817	1.11252	2.3091	1.08367	0.636965
Vitvi12g02639	239.936	234.064	249.415	186.102	215.723
Vitvi12g02636	19.5795	13.64	61.7428	1.68807	6.04442
Vitvi12g02634	73.6573	84.1384	98.8483	114.547	88.1682
Vitvi14g00050	5.36395	3.03315	3.33946	4.80926	6.35615
Vitvi14g00051	3653.38	3498.27	3389.65	2898.69	3448.12
Vitvi17g01135	6.15823	2.17837	7.63915	2.00674	6.95366
Vitvi07g01268	7.89948	22.0997	6.57844	26.5417	4.73415
Vitvi07g01269	2.19539	7.4755	2.86617	9.90533	1.87905
Vitvi07g01262	441.351	504.619	491.068	518.438	406.718
Vitvi07g01263	137.176	186.561	171.328	183.014	123.928
Vitvi07g01260	88.932	70.9507	79.0447	74.2989	89.7656
Vitvi07g01261	912.903	1052.47	805.071	1038.44	882.337
Vitvi07g01266	63.3801	42.3604	53.5236	43.7167	60.3241
Vitvi07g01267	3.96115	7.6826	2.86617	5.25775	1.89117
Vitvi07g01264	45.1805	27.3928	35.0072	30.2673	39.8446
Vitvi07g01265	18.8114	15.7281	14.5882	12.0738	18.2731
Vitvi12g00772	0	0	2.17545	0	1.26943
Vitvi12g00777	96.1091	75.7759	80.4247	105.051	78.9849
Vitvi12g00779	21.2786	22.4974	20.0026	19.5745	19.3497
Vitvi01g02045	2996.13	2516.11	3120.63	1641.43	1812.88
Vitvi01g02047	504.491	497.133	644.064	777.642	847.504
Vitvi09g00480	5.43231	44.557	9.53674	22.3328	14.9273
Vitvi12g02435	34.316	26.4087	2.37593	41.3653	65.4316
Vitvi01g02041	702.927	1000.01	737.898	840.126	757.67
Vitvi19g01957	61.1374	31.2419	38.9417	20.7114	42.8316
Vitvi05g00328	198.674	210.103	208.426	189.667	254.191
Vitvi05g00329	98.5763	128.052	144.594	130.992	115.826
Vitvi05g00322	429.752	433.338	490.833	527.908	491.329
Vitvi05g00323	587.105	563.434	606.527	508.522	577.572
Vitvi05g00320	420.954	594.276	577.636	469.675	494.899
Vitvi05g00321	1341.91	2000.83	1854.47	1580.81	1622.92
Vitvi05g00326	291.266	358.68	440.409	351.419	261.766
Vitvi05g00325	27.9315	35.2506	27.8661	28.0123	27.9513
Vitvi07g00135	422.035	471.985	383.826	423.635	420.818
Vitvi07g00134	479.218	389.194	434.164	425.322	470.585
Vitvi07g00137	33.6407	63.6431	45.3085	33.3764	31.3887
Vitvi07g00136	453.345	460.33	409.507	485.834	441.018
Vitvi07g00131	392.863	816.438	391.296	505.477	351.357
Vitvi07g00130	473.33	406.905	537.762	644.905	575.898
Vitvi07g00133	40.3567	32.7328	30.4255	19.2892	28.5641
Vitvi07g00132	491.112	557.173	467.698	419.694	402.586
Vitvi07g00139	8938.43	20965.9	12965.3	17215.1	12970.5
Vitvi07g00138	115.717	96.8008	37.9978	165.067	86.9295
Vitvi19g00242	496.395	371.81	334.652	534.7	488.581
Vitvi19g00243	1117.6	727.152	441.161	971.265	997.528
Vitvi19g00246	181.625	172.223	163.768	187.564	207.452
Vitvi19g00245	911.311	930.997	839.8	848.669	715.226
Vitvi05g00490	386.599	372.541	430.978	398.595	446.44
Vitvi05g00492	355.612	385.997	424.424	327.12	458.198
Vitvi05g00493	0.99597	0.265492	0.585198	3.51439	0.656693
Vitvi05g00496	2947.98	2506.53	2846.02	2790.32	2794.85
Vitvi05g00497	400.53	415.978	504.006	450.221	400.824
Vitvi05g00498	67.9709	45.167	60.0148	66.3284	71.3681
Vitvi05g00499	2551.51	3239.18	2651.21	3311.34	2790.33
Vitvi12g01552	10.8647	8.99835	13.5767	12.6536	9.82848
Vitvi12g01553	28.2944	18.6444	17.1548	32.1656	26.2764
Vitvi12g01550	8.23965	2.74045	5.47843	6.65901	3.80379
Vitvi12g01551	7.60491	5.46143	8.35934	8.95725	11.0342
Vitvi14g00438	1.53956	8.37782	2.52431	3.6995	2.21501
Vitvi14g00439	882.579	937.327	1181.86	873.3	813.903
Vitvi14g00434	74.99	88.14	148.949	152.861	84.9516
Vitvi14g00437	198.078	116.522	133.152	35.1907	51.0254
Vitvi14g00430	599.598	712.8	674.766	685.858	677.659
Vitvi14g00431	812.462	862.08	963.998	775.423	893.499
Vitvi14g00432	176.668	195.288	178.335	188.651	166.653
Vitvi14g00433	4310.76	3594.7	4387.89	2690.25	3506.16
Vitvi15g00748	5.27451	1.6318	2.08333	0.524103	5.10333
Vitvi16g01888	86.286	23.8676	44.5574	25.688	46.333
Vitvi16g01889	124.602	34.9511	42.6823	4.60743	47.2239
Vitvi16g01880	702.944	166.631	234.186	1762.11	322.766
Vitvi08g00744	0.248993	1.38189	1.99894	1.2855	1.60989
Vitvi08g00740	298.785	379.89	378.689	329.524	344.53
Vitvi15g01403	252.623	268.127	264.74	269.84	276.177
Vitvi07g02519	4.07341	7.64368	3.1482	4.38528	4.45737
