gene	Barbera_Touch	Negroamaro_Touch	Primitivo_Touch	Refosco_Touch	Sangiovese_Touch
Vitvi18g02604	222.715	219.235	174.546	227.343	230.924
Vitvi18g02607	32.8447	41.0134	38.8392	60.7326	32.9699
Vitvi18g02606	15.2326	17.2898	13.9545	24.9312	15.9352
Vitvi18g02601	63.8325	77.7869	64.5037	51.7763	69.2523
Vitvi18g02600	5458.73	5952.37	6048.91	4521.5	4979.41
Vitvi18g02603	316.383	169.104	290.609	387.724	205.843
Vitvi18g01558	2.78456	26.4564	10.5763	8.81229	3.49206
Vitvi18g01555	37.5073	43.8942	22.6402	42.6519	42.6839
Vitvi18g01557	0.724202	1.10865	3.10951	0.796857	0.953198
Vitvi12g00188	33.6127	26.2764	52.2351	26.0316	38.852
Vitvi12g00189	65.437	66.7978	54.7426	55.0478	73.3235
Vitvi12g00182	12.0886	5.20377	10.4174	7.2859	13.6413
Vitvi12g00183	564.621	751.479	876.655	665.379	668.938
Vitvi12g00181	770.62	717.785	856.191	832.353	808.13
Vitvi12g00186	0.27179	5.78531	0	0.27744	0
Vitvi12g00187	0.746978	4.96162	4.49929	1.5984	3.48444
Vitvi12g00184	138.551	138.018	166.661	146.046	158.374
Vitvi12g00185	19238.1	16387.1	17990	19314.4	19355.6
Vitvi13g00066	25.6939	59.0179	27.5229	29.8558	41.2823
Vitvi13g00060	1263.49	3148.12	1713.97	2531.58	2940.73
Vitvi13g00061	744.746	763.322	630.705	684.147	676.064
Vitvi13g00062	895.867	1176.13	440.393	914.213	903.196
Vitvi13g00069	226.623	160.194	176.869	199.819	166.698
Vitvi04g00381	578.643	722.674	680.115	734.435	573.933
Vitvi04g00380	2855.25	2394.53	2733.72	2239.04	2497.91
Vitvi04g00383	410.013	503.658	415.938	565.579	429.992
Vitvi04g00385	9.05331	0	0.292599	8.78886	9.49875
Vitvi04g00384	10.0721	9.36503	6.44479	9.12988	22.1989
Vitvi04g00387	669.582	513.029	729.988	767.554	772.818
Vitvi04g00386	34.5	9.26772	20.3656	35.9771	97.514
Vitvi04g00388	934.772	763.042	687.55	1133.2	831.053
Vitvi19g01014	5.36397	17.5592	19.6721	19.0363	5.42268
Vitvi19g01015	0	0.265492	3.92048	6.47232	1.26943
Vitvi04g01388	337.685	343.93	321.297	289.94	339.71
Vitvi04g01382	1.33615	1.06972	6.3604	0.841692	2.24686
Vitvi04g01383	311.305	378.261	308.867	384.296	350.215
Vitvi04g01381	193.186	174.487	181.31	217.878	183.475
Vitvi17g01407	2.06034	11.0124	14.4434	9.04489	11.0872
Vitvi14g03053	32.1417	10.9851	44.2395	41.3736	100.455
Vitvi14g03052	593.26	1008.84	424.939	1403.86	868.246
Vitvi14g03051	32.7763	32.6978	25.3171	24.3733	27.9697
Vitvi14g03050	780.413	799.667	647.408	666.89	669.362
Vitvi14g03057	15.2309	37.3245	2.37593	8.7273	10.4229
Vitvi14g03056	3.98393	13.3316	1.12114	0.96791	1.2497
Vitvi14g03055	11.8151	73.6369	19.9435	8.41129	51.7542
Vitvi14g03054	113.562	28.0967	94.4414	142.49	248.624
Vitvi14g03059	245.982	182.434	173.289	132.724	154.578
Vitvi14g03058	1.01878	6.26954	0.895364	1.36111	0.953198
Vitvi09g00902	97.2787	0.265492	572.996	3.56391	1.91089
Vitvi04g00658	507.063	725.221	592.074	443.08	613.61
Vitvi04g00650	1.2222	0.269369	3.16577	16.7423	2.52813
Vitvi04g01528	27.3389	26.9835	60.5776	60.1174	65.1817
Vitvi04g01525	469.265	417.058	566.694	548.75	471.295
Vitvi01g02238	1.01877	0.538738	1.65708	0.841692	0.644579
Vitvi01g02235	5.29559	0.82757	1.7169	1.93005	0.953198
Vitvi01g02232	1.53956	1.62405	1.65708	0.761395	1.59778
Vitvi01g02231	123.819	138.677	144.632	154.908	175.075
Vitvi11g00242	783.968	667.846	862.891	878.45	922.487
Vitvi11g00243	46.6973	115.162	70.85	160.858	45.1788
Vitvi11g00240	1274.97	1327.44	1230.04	1233.44	1370.62
Vitvi11g00241	52.6436	42.3524	65.1044	47.9101	62.5029
Vitvi11g00247	32.7062	18.2155	41.4049	26.6846	0.316233
Vitvi11g00244	356.989	420.046	342.905	425.432	497.229
Vitvi11g00245	139.012	182.466	119.542	116.143	213.278
Vitvi11g00248	2158.34	2114.13	2211.74	2352.19	1820.23
Vitvi11g00249	993.387	904.374	1196.05	1050.75	903.093
Vitvi07g01110	24.5122	40.1654	116.412	118.326	153.717
Vitvi07g01111	10.8647	5.45368	4.72089	127.19	112.524
Vitvi06g01878	359.346	242.854	292.092	256.629	357.443
Vitvi07g01114	1.24498	1.36243	1.73447	0.841692	1.59016
Vitvi07g01117	38.1841	30.9016	44.2563	37.2882	55.8193
Vitvi07g01118	5.54457	4.62998	7.37185	5.5305	5.73441
Vitvi12g00409	67.8112	93.6236	119.653	62.2942	95.7487
Vitvi12g00406	79.5157	55.8234	5.7499	3.16602	3.76122
Vitvi12g00405	5885.14	4356.49	2896.08	3143.54	3470.85
Vitvi12g00404	980.551	1176.05	1176.08	1171.14	1167.51
Vitvi12g00403	888.311	961.762	1096.06	1145.71	985.846
Vitvi12g00401	4.82211	11.2506	0	0	7.61797
Vitvi14g02018	3081.22	4908.89	3897.47	4284.76	5240.59
Vitvi14g02010	1952.83	2837.98	2231.13	3520.68	2614.7
Vitvi14g02011	730.234	1008.41	987.064	872.341	741.486
Vitvi14g02012	106.974	115.189	150.403	102.658	109.332
Vitvi14g02013	1248.06	1436.75	1395.3	1521.96	1196.73
Vitvi14g02014	1128.28	927.729	1045.66	830.001	918.551
Vitvi14g02015	558.09	714.667	788.547	514.133	650.119
Vitvi14g02016	1969.24	1715.21	1939.97	1740.42	1767.61
Vitvi09g01314	90.952	96.6968	105.731	14.8267	69.0398
Vitvi10g00264	55.7524	48.1524	49.6686	65.4005	51.3709
Vitvi09g01316	388.915	475.27	434.786	412.26	344.425
Vitvi18g00776	691.363	670.023	708.206	497.872	693.11
Vitvi09g01312	2.51275	0.5582	1.08244	0.524103	1.56282
Vitvi07g00245	4.79928	0	0	0.846378	0
Vitvi15g00974	192.394	156.481	207.964	146.621	239.781
Vitvi15g00975	407.87	596.55	547.618	552.803	563.151
Vitvi15g00976	313.677	367.204	383.769	368.948	403.245
Vitvi15g00972	0.995981	0.5582	0	0	0
Vitvi15g00973	0.746988	2.82217	1.09301	1.2855	2.55547
Vitvi14g02541	432.135	563.08	339.638	141.878	43.4917
Vitvi19g00530	38.1369	101.795	49.0477	61.1384	39.514
Vitvi19g00531	3201.37	2265.7	2310.41	2581.69	2266.14
Vitvi19g00532	501.809	456.96	271.049	448.329	349.815
Vitvi19g00533	400.339	359.632	354.668	436.999	381.037
Vitvi12g01442	0.27179	7.83528	1.08244	1.11913	0.617237
Vitvi12g01443	2.94238	24.2031	3.57863	1.64323	5.12306
Vitvi12g01449	0.248993	0.269369	4.22008	0.27744	0
Vitvi16g01561	295.739	310.132	485.868	524.632	491.582
Vitvi11g00423	1631.34	2723.43	1565.07	1577.08	1579.95
Vitvi14g00568	0.248993	3.86072	0	0.524103	0
Vitvi14g00569	185.743	184.032	236.271	110.612	233.377
Vitvi14g00562	852.446	616.085	429.82	706.015	786.615
Vitvi14g00560	454.176	819.411	535.908	535.673	535.111
Vitvi14g00561	1138.15	1351.75	1024	727.917	902.084
Vitvi14g00564	10.6157	12.9019	30.6499	43.774	21.454
Vitvi07g00939	257.813	137.402	209.568	189.395	179.977
Vitvi11g00424	267.401	250.47	374.138	571.068	509.009
Vitvi08g00653	936.763	1089.37	1128.92	1102.27	1037.1
Vitvi08g00650	372.895	552.538	433.676	427.269	513.353
Vitvi08g00656	2551.69	1996.7	293.181	887.371	1487.91
Vitvi08g00654	0.226206	0.577662	0.292599	1.0743	0
Vitvi08g00658	67.5658	115.407	106.752	90.4375	94.3336
Vitvi07g02269	1.62901	1.33909	0.253905	0.524103	1.27704
Vitvi07g02268	4.91154	5.17655	5.73234	4.0124	3.87197
Vitvi17g00497	7.67331	6.60512	6.93086	8.05089	6.03992
Vitvi07g02263	51.4265	68.3662	57.8092	63.2213	50.1666
Vitvi07g02261	1.24498	1.09306	3.49706	0.725932	0.308618
Vitvi07g02267	11.9518	3.85297	4.85454	7.91999	7.58924
Vitvi07g02266	164.108	228.999	191.411	167.366	129.055
Vitvi05g01746	503.58	422.007	459.021	455.772	391.514
Vitvi05g01744	3.44036	1.87395	1.44187	2.05158	3.46472
Vitvi05g01743	715.094	557.903	882.876	512.563	678.732
Vitvi05g01742	539.965	949.522	861.012	995.965	631.582
Vitvi05g01748	151.476	185.45	177.053	173.828	145.606
Vitvi05g00836	283.649	84.388	173.09	103.173	185.552
Vitvi05g00837	54.325	31.0309	42.0386	24.9	38.7074
Vitvi05g00834	380.293	392.503	302.559	291.789	378.693
Vitvi05g00835	473.839	569.988	525.915	489.273	452.727
Vitvi05g00832	55.9768	53.4429	49.2923	41.7569	51.1447
Vitvi05g00830	93.6403	88.4006	111.878	103.067	113.964
Vitvi05g00831	160.456	160.073	132.048	118.357	127.44
Vitvi11g01048	2.44438	1.40135	1.94968	1.08367	1.6175
Vitvi05g00838	344.359	311.754	386.453	342.571	321.219
Vitvi05g00839	252.386	299.331	190.856	125.871	349.843
Vitvi06g00474	3.82612	5.22316	4.03017	4.02177	1.57805
Vitvi05g02097	201.995	270.809	186.708	146.994	193.149
Vitvi07g02532	0.248993	0	0.800409	0.483955	1.26943
Vitvi07g02537	70.9115	36.1414	31.1978	45.6451	27.6458
Vitvi02g01500	131.146	311.939	454.253	131.774	192.726
Vitvi02g01501	1.24497	0.82757	0.761715	0.725932	1.58566
Vitvi02g01506	1.51677	0.269369	0.253905	0.519417	0.308618
Vitvi07g02536	376.673	155.174	119.425	165.573	119.584
Vitvi07g02534	401.005	485.678	356.232	515.635	399.946
Vitvi14g03062	0.792572	2.18612	0.934058	0.524103	0.624851
Vitvi08g01218	86.8946	33.8298	34.5957	45.7428	31.4327
Vitvi08g01219	79.3773	41.7185	33.3537	54.192	31.0711
Vitvi08g01211	602.388	623.976	735.503	573.91	594.673
Vitvi08g01212	324.428	519.698	475.362	481.857	478.995
Vitvi08g01213	216.053	240.626	188.642	207.686	224.06
Vitvi08g01214	2061.36	1929.22	1961.72	2377.66	1844.27
Vitvi08g01215	290.81	293.475	263.949	214.931	282.097
Vitvi08g01216	2030.55	2147.95	1823.85	2022.46	2190.29
Vitvi08g01217	4073.16	3323.68	2931.42	2336.75	4274.44
Vitvi15g01649	127.961	120.142	110.829	93.7549	103.843
Vitvi15g01648	441.791	356.372	346.275	388.469	493.529
Vitvi15g01644	11414.7	9733.83	9619.05	12109.7	10642.8
Vitvi15g01646	0.248993	2.74045	0.320729	2.11313	1.57805
Vitvi15g01641	0.724202	2.70152	0.867233	0.241977	0
Vitvi15g01640	4611.49	5126.35	5610.88	4879.31	5892.41
Vitvi15g01643	25.3503	24.1565	1.08244	67.9293	0.316233
Vitvi15g01642	18.1784	6.289	4.73429	5.70624	7.60897
Vitvi14g03060	6.15482	7.95585	5.20757	8.36848	8.84483
Vitvi03g00801	0	0	1.80129	0.841692	0
Vitvi03g00800	0	0	0	10.4368	0.316233
Vitvi14g00143	509.647	461.735	561.246	573.188	539.693
Vitvi18g00445	390.209	380.09	447.074	586.655	388.124
Vitvi18g00444	1.26777	4.64169	1.37504	6.43109	5.67523
Vitvi18g00447	166.257	203.777	216.65	281.616	173.122
Vitvi18g00446	1637.07	2265.81	1306.27	1569.74	1685.04
Vitvi18g00440	780.782	912.233	718.982	636.545	855.514
Vitvi18g00443	68.8125	85.9568	69.7641	79.783	90.1887
Vitvi18g00442	3055.43	3746.89	3431.98	3496.79	3686.1
Vitvi18g00449	30.8983	79.9914	36.1101	25.8231	29.0651
Vitvi18g00448	98.4674	114.966	120.945	76.5163	134.133
Vitvi02g00759	7.4927	4.42676	7.30786	5.94042	2.85648
Vitvi02g00756	0	0	0	0	0
Vitvi02g00750	34.9278	22.228	22.4742	26.3784	13.9696
Vitvi02g00751	395.231	497.047	450.255	374.463	420.828
Vitvi02g00752	179.84	259.787	173.277	270.782	206.043
Vitvi13g00266	18.4485	13.6322	18.9349	16.6734	15.4521
Vitvi13g00267	69.1947	54.5747	47.8468	80.4995	54.6668
Vitvi13g00264	96.3757	81.3899	82.0755	81.409	88.4709
Vitvi13g00265	61.6336	67.2121	82.1571	70.4142	64.6219
Vitvi13g00262	27.4808	23.5632	14.8738	77.5942	43.5191
Vitvi13g00263	42.9869	30.1294	42.3304	38.7557	43.7741
Vitvi13g00260	63.8325	58.2331	47.9729	62.2393	62.5993
Vitvi13g00261	92.8704	70.822	82.7838	106.625	106.424
Vitvi13g00269	77.6799	154.796	199.362	119.806	68.2655
Vitvi18g00193	67.6375	128.677	130.864	179.815	153.47
Vitvi18g00192	2887.4	2049.61	2086.48	1744.58	2157.16
Vitvi18g00191	1.44838	110.172	103.053	0.559566	133.226
Vitvi18g00190	78.4144	20.9861	27.6537	44.9484	36.2959
Vitvi18g00197	82.4776	0	27.5053	115.208	65.7641
Vitvi18g00196	4212.91	6256.79	5700.7	6541.76	5536.15
Vitvi18g00194	41.1738	40.291	45.6848	66.1277	52.3286
Vitvi18g00198	27.4334	21.4783	24.4977	39.7919	40.9314
Vitvi14g01312	115.575	266.061	397.867	181.75	231.185
Vitvi14g01313	339.687	378.268	381.039	360.074	391.988
Vitvi14g01310	691.721	519.515	692.223	586.332	499.331
Vitvi14g01311	104.687	153.52	97.422	105.568	150.24
Vitvi14g01317	0	0.82757	2.65796	0.241977	0.328346
Vitvi14g01318	97.8767	8.65121	396.376	372.361	1.9019
Vitvi14g01319	306.541	264.549	284.688	245.617	312.924
Vitvi19g00678	223.371	153.724	226.223	239.96	217.065
Vitvi12g02485	95.1763	101.256	119.8	114.418	106.636
Vitvi19g00673	2.35322	7.55808	5.80973	7.34948	5.37561
Vitvi19g00672	2165.3	2265.22	2444.1	2109.53	2215.78
Vitvi19g00676	551.811	670.936	358.804	347.883	426.694
Vitvi19g00675	161.388	203.299	205.204	169.179	194.209
Vitvi19g00674	1088.93	1101.4	1194.21	1089.87	1071.57
Vitvi12g02484	408.514	2669.49	789.081	837.636	766.637
Vitvi12g02487	1.78855	0	4.13152	1.56294	2.82775
Vitvi19g00412	145.477	96.1823	131.492	90.8488	114.099
Vitvi16g01254	8.8955	2.74432	3.41267	10.7836	4.73415
Vitvi16g01257	1057.37	1529.76	1282.28	1270.22	1273.1
Vitvi16g01256	13.6703	6.33963	4.98819	13.5787	8.55905
Vitvi14g00049	0	0	9.8926	5.65829	0.308618
Vitvi14g00040	326.1	325.513	315.468	291.157	346.623
Vitvi12g02489	1.1766	0	0	10.067	9.89978
Vitvi19g00144	0	0.804231	1.34691	0.241977	0.328346
Vitvi11g00008	551.294	686.164	766.993	613.087	548.203
Vitvi11g00009	4.21015	35.1222	20.0266	2.16265	0.925855
Vitvi11g00004	33.7216	30.9454	42.657	35.1934	27.0165
Vitvi11g00005	1896.72	1491.21	1455.41	2175.72	1510.92
Vitvi11g00007	3097.23	3091.08	2811.19	3156.01	2901.07
Vitvi11g00001	321.768	450.128	296.967	324.212	380.901
Vitvi11g00002	153.671	133.649	171.755	130.173	197.136
Vitvi16g00615	0.724191	0.530984	0.800409	1.84506	0.328346
Vitvi17g00898	1006.37	987.297	837.375	980.473	451.769
Vitvi17g00897	11.5433	6.05856	4.04357	4.55322	6.60109
Vitvi17g00896	0.248993	2.16278	1.41374	0	0.644579
Vitvi17g00891	1.24498	2.44386	0	1.49201	0
Vitvi17g00890	261.979	237.975	235.683	239.194	276.069
Vitvi17g00892	29.9462	26.9211	21.1485	17.1912	17.9447
Vitvi01g00797	26.96	39.9747	48.442	36.8069	27.7095
Vitvi03g01815	418	370.574	420.29	362.98	379.915
Vitvi03g01817	10.4123	4.38783	9.61474	10.3773	5.74341
Vitvi01g00793	99.7739	114.044	74.7494	64.8578	79.0041
Vitvi04g00613	1003.7	899.583	897.988	871.157	951.031
Vitvi10g01704	58.7403	37.5747	95.3908	62.3791	77.9263
Vitvi10g01706	23.2216	14.9199	24.4239	61.0608	10.1811
Vitvi09g01196	14.2156	6.03134	6.65866	8.52282	6.69661
Vitvi09g01194	0.27179	0.265492	0	0.559566	0.617237
Vitvi09g01195	0.452412	0.265492	0	1.04352	0
Vitvi04g00612	180.468	208.502	194.251	204.239	174.147
Vitvi09g01198	1.24498	0.5582	0.761715	0.766081	0
Vitvi19g01698	7.31035	11.1922	7.43511	8.67872	5.72818
Vitvi19g01699	2.44437	4.37612	5.08032	6.13022	5.36661
Vitvi19g01696	8.80431	15.0181	21.0717	13.3733	9.55482
Vitvi09g01446	3.91556	1.33521	1.47	0.282126	0
Vitvi17g01585	73.6505	69.7921	82.3232	73.5954	58.766
Vitvi12g01134	6.22488	4.69612	3.07082	0	4.15637
Vitvi12g01132	2.03755	1.90117	3.92749	2.60646	3.48756
Vitvi10g01728	74.7654	65.5093	73.2146	60.1309	51.9567
Vitvi10g01726	61.3635	39.5061	34.228	62.0369	49.1618
Vitvi10g01723	527.646	515.277	568.806	573.842	599.362
Vitvi09g00319	666.923	799.19	744.142	661.627	703.881
Vitvi09g00313	0.520783	0.534861	1.54739	0.766081	1.30127
Vitvi09g00312	724.595	614	672.018	543.143	443.929
Vitvi09g00311	2.19539	3.59136	3.13764	5.35945	6.27724
Vitvi09g00310	575.014	847.04	690.723	994.937	876.722
Vitvi09g00314	100.656	155.618	117.558	121.827	86.4144
Vitvi14g01782	392.104	419.587	484.985	540.063	482.58
Vitvi10g00459	113.197	138.81	99.8007	107.135	117.9
Vitvi10g00456	865.21	619.586	526.905	689.085	484
Vitvi10g00454	13.4213	9.68108	5.98624	7.65769	5.09433
Vitvi10g00455	1108.74	999.193	985.306	973.72	877.96
Vitvi10g00452	4469.19	4678.68	4218.57	4218.68	3215.63
Vitvi10g00453	134.493	136.101	113.846	116.783	122.71
Vitvi10g00450	17.926	14.5338	16.1996	35.9621	12.0435
Vitvi10g00451	6.9719	5.77748	7.98162	5.93776	7.24117
Vitvi13g01018	0.995981	0	1.85472	0.559566	2.89455
Vitvi04g00507	9.84421	12.0938	13.3187	10.2892	17.2181
Vitvi13g01019	37.665	34.8372	23.0489	28.6323	27.3113
Vitvi04g00506	6.36166	15.4945	1.66764	15.8437	6.99
Vitvi04g00505	2477.88	2001.47	2149.2	1771.48	2177.69
Vitvi19g02351	74.3797	49.5938	53.0644	70.8201	56.9202
Vitvi04g00504	387.432	346.505	377.778	316.648	357.795
Vitvi04g00503	1328	1959.38	1799.53	1707.12	1479.91
Vitvi04g00501	1279.47	1052.35	3196.51	3311.63	3743.09
Vitvi04g00500	820.957	843.566	894.249	903.687	901.387
Vitvi13g01015	15.7096	0	28.7278	18.983	41.667
Vitvi16g00211	0.904823	4.42676	2.02707	0	0
Vitvi17g01358	185.038	252.358	242.483	252.48	189.368
Vitvi17g01455	0.81537	1.08918	1.96024	0.241977	1.31339
Vitvi18g00409	3205.01	3087.77	2889.73	3287.84	2882.9
Vitvi17g01452	44.8159	24.6758	27.9287	19.8602	25.7879
Vitvi17g01453	124.674	88.3072	97.9594	98.0615	112.874
Vitvi06g00668	135.045	118.82	86.0649	102.795	164.201
Vitvi06g00669	6788.82	6828.74	6682.84	6986.09	6663.41
Vitvi06g00665	37.7756	48.2078	31.89	28.61	24.7696
Vitvi06g00666	7.04028	9.4856	22.6802	10.067	97.9863
Vitvi06g00667	634.854	1198.97	552.208	1028.32	1122.4
Vitvi06g00662	2.08314	3.54863	0.546504	1.28081	7.95704
Vitvi06g00590	673.745	1200.08	1074.92	629.722	1385.95
Vitvi06g00591	4.73092	14.9472	28.7867	6.45249	7.291
Vitvi14g00071	50.5216	52.6609	43.7893	40.2529	35.6558
Vitvi06g00594	16.3671	6.90559	1.96024	6.55997	13.3372
Vitvi06g00595	1551.01	1365.11	1442.75	1275.57	1512.25
Vitvi04g02068	26.6426	20.6895	25.0696	19.7939	22.4574
Vitvi04g02069	197.736	246.051	251.035	171.21	196.809
Vitvi04g02064	474.318	878.248	632.324	799.686	786.105
Vitvi04g02065	319.274	724.355	421.548	566.63	514.73
Vitvi12g02247	15.6868	23.4505	0.546504	7.84641	1.27393
Vitvi17g00529	4.57309	26.889	9.35605	3.38191	1.60228
Vitvi12g02244	2.21818	2.45549	2.98925	0	2.21501
Vitvi07g01323	0.724202	1.67072	1.41374	0.241977	0.328346
Vitvi07g01320	2.98796	1.10865	1.34691	2.69613	0.308618
Vitvi07g01327	2.17258	1.35855	2.74591	0.519417	0.945583
Vitvi07g01325	140.269	66.9341	110.011	132.075	117.348
Vitvi07g01329	43.755	70.5186	69.0699	43.4481	64.9745
Vitvi12g00619	5204.36	4474.23	5111.82	3677.03	4285.35
Vitvi12g00615	34.4965	70.0887	75.0891	107.476	163.677
Vitvi12g00610	3.53154	1.92063	5.36235	0	0
Vitvi15g01252	27.5702	61.1448	0.905928	23.214	28.4389
Vitvi15g01253	13.4914	0	0	9.95751	0
Vitvi15g01251	237.15	212.275	330.184	226.197	242.423
Vitvi15g01256	33.9985	15.4703	13.2582	25.9743	40.7719
Vitvi14g01558	6.51775	3.24422	15.8641	2.13188	10.3191
Vitvi14g01554	215.913	167.234	220.143	259.713	244.219
Vitvi14g01555	349.458	1393.92	459.946	922.346	955.987
Vitvi14g01557	638.47	628.238	696.924	632.657	647.886
Vitvi14g01551	1706.15	1917.31	1394.68	1753.15	1771.3
Vitvi14g01552	37.5335	22.1735	25.5457	17.9453	15.2923
Vitvi14g01553	269.67	179.658	441.025	332.874	336.893
Vitvi19g00474	217.323	263.068	220.927	283.04	339.164
Vitvi19g00477	1120.06	649.478	876.761	786.1	1259.47
Vitvi19g00476	522.742	160.483	74.7846	320.116	809.628
Vitvi19g00471	7.15252	3.29089	8.20039	1.91599	6.01258
Vitvi19g00470	4.66254	1.09694	2.40406	0.524103	4.15637
Vitvi19g00473	105.229	103.773	108.967	104.994	109.627
Vitvi19g00472	929.334	1314.13	1059.21	1192.63	836.6
Vitvi19g00479	17.4508	23.8286	7.46324	26.0066	7.59824
Vitvi19g00478	3.46315	0.269369	0.253905	0.483955	6.39561
Vitvi05g00261	302.576	115.463	57.4821	67.1557	234.072
Vitvi05g00260	440.599	350.071	332.374	402.63	428.143
Vitvi05g00267	1236.94	1548.65	1514.94	1202.36	1439.6
Vitvi05g00266	7.62942	2.72486	1.37504	14.7328	23.4334
Vitvi05g00265	230.178	135.457	177.545	178.205	162.978
Vitvi05g00264	345.907	286.825	256.855	257.366	333.538
Vitvi14g01882	5.45511	1.9518	1.22666	1.60309	2.53125
Vitvi14g01883	1.19939	1.0736	1.67821	0.761395	0.945583
Vitvi14g01886	163.27	92.8459	115.004	149.106	149.127
Vitvi14g01887	239.384	326.648	194.736	235.473	250.089
Vitvi14g01884	1.72017	3.31035	5.25683	5.81732	6.36376
Vitvi14g01885	27.3896	15.7746	20.0744	30.7737	32.0866
Vitvi16g01981	95.1393	94.8219	87.9879	103.972	85.2283
Vitvi16g01980	0.746988	0.554323	0.905928	2.25341	1.29366
Vitvi16g01982	137.506	124.011	125.895	115.084	118.607
Vitvi16g01985	5.74799	2.97485	6.20846	48.9875	9.54097
Vitvi16g01987	20.6211	27.7323	26.3349	28.5605	21.3959
Vitvi16g01986	305.311	252.294	288.867	432.453	253.025
Vitvi16g01989	9.23567	4.11846	7.40698	4.79989	10.1613
Vitvi16g01988	365.585	753.344	514.785	712.485	417.268
Vitvi16g00058	3.10019	3.34532	3.45137	9.66335	1.86694
Vitvi16g00054	62.5333	103.499	42.0983	92.499	127.353
Vitvi16g00055	43.1834	17.5115	17.0492	107.093	27.0386
Vitvi16g00057	14.1227	17.0951	7.74245	7.70987	1.91851
Vitvi16g00051	4.73093	9.85702	3.62788	2.04689	8.60612
Vitvi16g00052	0.995981	2.74045	2.0165	1.31627	5.4258
Vitvi16g00240	146.177	243.882	202.141	298.02	173.405
Vitvi08g01971	391.142	252.411	270.826	209.049	256.069
Vitvi08g01970	222.743	203.775	227.776	206.775	318.283
Vitvi08g01973	132.827	177.434	180.606	159.783	179.25
Vitvi08g01972	5.95311	9.4273	12.2644	0	25.7121
Vitvi08g01974	34.1336	57.1051	107.157	25.7934	57.7423
Vitvi05g02119	14.3734	20.2723	20.3845	12.0691	14.9941
Vitvi05g02118	0.520783	2.49054	0.253905	0	0
Vitvi11g01222	10254.4	9002.23	8712.87	7800.81	5215.07
Vitvi11g01220	1.69737	0.538738	3.05608	3.98163	1.88667
Vitvi05g02117	2.67058	0.5582	1.41374	2.91936	1.95035
Vitvi05g02116	375.518	305.548	332.404	287.386	307.553
Vitvi14g01452	150.182	85.1367	106.115	158.487	282.638
Vitvi14g00220	0.995991	0	4.40717	0	0
Vitvi18g01693	28.3417	137.319	58.156	142.251	92.4006
Vitvi08g01398	4.21015	0.823692	0	1.29018	0.624851
Vitvi08g01395	2.98795	0.823692	0.253905	1.00337	0.953198
Vitvi08g01394	3860.07	4525.9	4752.55	4215.22	4293.65
Vitvi08g01397	177.417	171.499	164.272	115.898	119.912
Vitvi08g01396	359.9	299.463	394.196	338.759	359.304
Vitvi08g01390	116.839	84.61	80.45	110.085	82.0401
Vitvi08g01393	806.161	1006.65	978.017	745.295	819.082
Vitvi08g01392	2.39879	0.288831	0.546504	1.00806	1.58566
Vitvi12g02689	3.46314	0.288831	0.50781	0.559566	0.945583
Vitvi08g01029	18.4696	20.8189	19.6925	20.1153	19.1384
Vitvi08g01028	39.6798	39.3105	44.9702	19.4493	37.2079
Vitvi08g01023	5872.09	4713.65	5661.43	4662.74	6120.94
Vitvi08g01022	292.517	616.847	247.231	316.568	352.534
Vitvi08g01021	1300.51	1341.41	1368.17	1190.03	1265.33
Vitvi08g01020	4.88875	3.00982	1.73447	0.806229	5.39222
Vitvi08g01027	1815.33	2392.8	2111.37	1519.74	1744.59
Vitvi08g01026	517.467	562.48	438.154	487.041	472.941
Vitvi08g01024	24.6278	23.1149	24.3254	36.5304	27.5593
Vitvi14g01194	453.305	507.491	517.008	510.466	488.406
Vitvi18g00875	0	0	0.867233	4.89064	0
Vitvi14g01195	0.452412	8.53359	0.546504	1.35642	0
Vitvi18g00878	195.669	145.177	457.785	250.246	0.328346
Vitvi18g00879	116.909	181.713	232.46	192.021	8.52098
Vitvi14g01193	11.68	434.035	45.2542	52.218	94.2915
Vitvi12g02728	224.449	178.242	195.142	199.296	197.895
Vitvi18g00254	299.427	495.027	341.761	739.283	392.177
Vitvi18g00255	619.695	635.918	585.222	778.222	751.238
Vitvi18g00256	1260.14	1316.59	1089.91	954.405	1153.63
Vitvi18g00257	312.703	397.481	326.723	424.179	380.426
Vitvi18g00250	1255.17	1322.27	1292.55	1155.97	1077.5
Vitvi18g00251	3108.14	3202.45	3021.3	3057.09	3091.45
Vitvi18g00252	222.231	195.123	236.043	224.611	215.333
Vitvi18g00253	177.613	246.918	251.568	435.857	247.845
Vitvi13g02268	39.8183	36.8708	9.23075	23.3652	34.7956
Vitvi18g00258	3352.96	3191.98	3088.45	2866.55	2362.4
Vitvi14g00222	0.452412	2.48279	0.761715	3.02309	5.02754
Vitvi09g01229	87.5801	161.701	288.831	247.232	163.356
Vitvi09g01220	625.139	480.147	605.698	562.75	639.588
Vitvi09g01225	15.3449	10.1964	10.7557	6.81492	15.5674
Vitvi09g01227	113.648	134.417	150.262	149.603	159.136
Vitvi13g00769	0	0.265492	0.585198	0.241977	0.328346
Vitvi13g00768	52.5154	56.8268	57.7001	42.7837	47.497
Vitvi01g00479	676.339	745.443	729.893	772.169	770.682
Vitvi13g00761	25.2136	33.1285	28.3021	30.8168	27.6154
Vitvi16g01045	135.175	128.171	123.924	183.888	124.939
