gene	Barbera_Soft	Negroamaro_Soft	Primitivo_Soft	Refosco_Soft	Sangiovese_Soft
Vitvi19g01275	5.9279	0	0.345056	0.41968	7.69864
Vitvi03g01479	5.65267	29.5498	6.83272	5.90717	12.6112
Vitvi03g01477	0.887701	1.2681	1.1431	0.413113	0.929078
Vitvi03g01476	7.64647	13.0927	17.1936	8.76065	8.50043
Vitvi03g01475	517.406	476.368	484.87	468.881	444.967
Vitvi03g01474	2.24858	1.2681	0	3.19697	0.614715
Vitvi03g01473	29.3513	25.8457	27.0786	43.8694	29.0852
Vitvi03g01472	140.021	40.6876	127.446	109.948	43.1143
Vitvi03g01470	3.5326	0.306752	8.96238	1.53795	7.77244
Vitvi16g01198	40.8386	32.7754	34.1775	14.1982	29.542
Vitvi03g00708	206.919	62.7921	252.561	377.724	99.1339
Vitvi01g01331	121.846	77.1592	171.76	57.6135	58.7571
Vitvi03g00706	177.344	439.946	223.178	360.834	366.676
Vitvi03g00707	19.5409	23.8317	18.1513	13.543	24.9209
Vitvi03g00704	0.443851	0	6.01952	1.41032	1.6176
Vitvi03g00705	0	2.1101	1.44713	1.19194	2.00577
Vitvi03g00702	22.3693	7.02598	7.62319	10.4605	11.0814
Vitvi03g00703	0.387022	1.65102	234.02	0	1.04235
Vitvi01g01338	91.0385	97.9404	68.5327	153.219	106.106
Vitvi01g01339	2.12936	0.306752	3.00219	0.41968	0
Vitvi16g01194	9.63655	10.6759	11.1924	21.2934	12.596
Vitvi16g01195	69.3226	98.5227	71.1428	110.149	95.1082
Vitvi18g01835	0.918897	5.56553	0.419536	1.9445	0.501442
Vitvi12g01595	2.96024	2.03393	1.1431	1.18537	2.04524
Vitvi14g00964	1231.86	1048.14	1350.8	966.635	1127.42
Vitvi14g00961	0	0	0	0	0
Vitvi14g00969	1784.24	1395.95	1930.95	1418.92	2196.18
Vitvi01g00178	43.0779	38.0901	56.9132	66.048	51.9074
Vitvi01g00176	681.19	738.225	724.859	892.522	745.555
Vitvi01g00175	939.564	852.664	605.651	685.814	983.537
Vitvi01g00174	257.472	269.172	288.954	311.288	262.748
Vitvi01g00173	1657.37	1299.77	1323.34	1384.07	1480.31
Vitvi01g00172	1.74977	1.30317	1.90769	0	0.501442
Vitvi01g00171	2998.86	3409.88	2666.83	3039.38	2939.86
Vitvi01g00170	148.837	213.746	249.203	159.314	224.628
Vitvi15g00373	15.645	24.2928	10.9841	26.0822	65.0696
Vitvi05g01343	41.4073	46.3233	42.921	38.637	28.9567
Vitvi05g01341	5.89671	2.069	1.1431	1.53139	5.67373
Vitvi05g01340	356.956	325.066	378.504	387.932	294.838
Vitvi05g01347	55.2858	55.1709	54.6211	54.4705	37.5373
Vitvi05g01344	0.265937	0	0	0	0
Vitvi05g01348	59.9591	66.1472	52.879	69.7384	48.4863
Vitvi01g00108	801.457	460.851	563.154	412.643	461.709
Vitvi04g00139	0.918897	1.76827	1.1431	4.95331	5.17229
Vitvi04g00136	198.428	11.8969	407.719	0	155.189
Vitvi04g00134	484.494	387.111	355.915	274.162	219.812
Vitvi04g00135	723.518	1806.11	303.585	50.4672	60.2056
Vitvi04g00132	1012.71	1023.22	830.644	781.923	954.638
Vitvi04g00133	193.483	285.804	53.3122	59.778	87.3343
Vitvi04g00130	3.62062	7.84313	11.4112	123.926	7.90605
Vitvi07g01068	2.52381	1.2681	3.38827	2.7299	3.47575
Vitvi07g01069	5.50782	8.61288	10.1252	1.54452	1.43052
Vitvi15g01427	224.043	208.573	202.347	237.019	291.338
Vitvi15g01426	84.1301	98.3798	58.2009	71.9355	89.9931
Vitvi15g01421	5682.86	5534.59	5869.33	5570.61	5569.12
Vitvi15g01420	14.1998	26.3579	35.3936	19.5607	49.1139
Vitvi07g01060	241.693	224.06	169.412	192.799	226.198
Vitvi07g01061	690.441	768.999	577.667	561.892	652.266
Vitvi07g01064	44.932	55.1607	43.8558	61.0605	51.3118
Vitvi07g01066	96.3499	97.5024	103.323	92.6524	83.3994
Vitvi18g00172	1069.58	478.877	1523.54	587.19	270.771
Vitvi09g00542	1.62868	5.11743	7.78583	1.05774	2.23231
Vitvi08g01430	139.456	176.8	124.44	158.751	135.678
Vitvi08g01431	485.874	393.255	413.156	435.32	400.372
Vitvi08g01432	114.971	99.7567	80.7771	75.9927	83.781
Vitvi08g01433	1.36275	1.03751	11.6195	0	0.614715
Vitvi08g01435	39.7567	52.374	52.5613	75.0166	43.8155
Vitvi08g01436	2.7255	11.2192	8.3619	12.3233	11.0471
Vitvi08g01438	3903.88	3009.23	1816.26	2607.26	2175.26
Vitvi08g01439	1.48383	0.347846	1.21758	0.413113	0.501442
Vitvi14g02571	9.92625	7.25657	9.5233	2.80356	14.7978
Vitvi14g02575	7.41173	24.732	144.836	0	0
Vitvi05g00128	32.0682	20.7814	25.7289	50.2407	16.9219
Vitvi05g00129	839.001	936.905	635.887	984.784	941.588
Vitvi05g00120	0	1.30317	3.24689	1.11828	3.16139
Vitvi05g00122	6.8468	16.2605	8.92597	21.2854	6.41573
Vitvi05g00123	2.19362	7.22752	4.11183	8.77126	9.65093
Vitvi05g00125	69.0875	83.1107	64.2629	86.6811	68.7313
Vitvi07g00339	52.5128	89.926	58.2556	53.7049	69.2238
Vitvi07g00333	23.4917	24.9906	153.222	18.291	22.8222
Vitvi07g00332	0.387022	10.3422	0	3.89557	0.427636
Vitvi07g00331	52.7494	154.691	14.3191	39.8238	14.808
Vitvi07g00337	66.7449	122.688	19.3961	3.27064	4.98008
Vitvi07g00336	6.69452	8.64795	9.82733	2.85753	3.58903
Vitvi07g00335	959.039	734.7	991.303	929.294	644.622
Vitvi07g00334	1.62868	0.765831	1.83321	0	1.11616
Vitvi06g00466	632.189	537.791	592.173	705.288	702.512
Vitvi06g00467	96.891	130.54	116.625	111.814	141.157
Vitvi06g00464	195.557	228.519	176.679	317.988	237.256
Vitvi06g00465	689.492	690.963	781.509	722.861	1244.07
Vitvi06g00462	187.659	171.641	200.894	193.776	186.174
Vitvi06g00460	285.179	222.675	88.5615	186.058	162.5
Vitvi18g02765	88.9998	154.542	127.478	153.046	145.554
Vitvi14g01178	1887.68	613.712	2871.76	1727.78	1693.26
Vitvi14g01179	2476.8	1199.32	1023.33	957.126	1201.01
Vitvi14g01176	84.929	64.9645	125.52	97.0426	82.6434
Vitvi14g01177	102.422	97.8275	149.977	113.128	127.695
Vitvi17g00909	0	4.53899	1.82563	1.19194	2.58614
Vitvi19g00813	58.9982	43.6329	2.86838	7.81084	14.3753
Vitvi19g00812	4.94288	5.53541	0	0.772261	2.0847
Vitvi19g00817	4.38724	8.8495	0	0	0
Vitvi19g00816	3.01707	7.73582	0	0	0
Vitvi18g01490	127.587	95.2989	121.6	139.119	121.579
Vitvi14g01798	2307.99	1061.07	1757.59	1065.04	1245.21
Vitvi14g01799	10.9261	2.99528	12.6227	14.5231	16.3721
Vitvi14g01796	1322.6	2426.07	1389.99	1050.63	2462.33
Vitvi14g01797	71.0523	138.793	35.4346	183.289	170.771
Vitvi14g01794	1800.82	1122.29	1826.55	1659.74	1630.77
Vitvi14g01795	2.51639	16.4167	0.764592	4.7415	9.94496
Vitvi14g01790	0	0	0	0	0
Vitvi14g01791	0.975726	8.24094	0.723563	0.413113	3.2352
Vitvi08g02311	15.2985	11.6663	35.2825	36.8833	49.3084
Vitvi08g02312	213.086	249.867	289.196	244.93	283.759
Vitvi08g02313	211.009	250.581	269.858	149.731	224.334
Vitvi08g02314	1706.49	875.711	1482.69	862.803	1307.95
Vitvi08g02315	4.73377	178.807	136.351	49.7553	258.119
Vitvi08g02316	6.78997	5.81312	10.6405	8.18312	7.69864
Vitvi08g02317	136.483	143.25	161.229	110.899	241.37
Vitvi08g02318	1.30592	0	2.2862	0	7.41861
Vitvi08g02319	17.6188	12.8972	32.0205	3.21667	86.739
Vitvi14g00228	1859.23	1186	2122.86	1231.68	1087.26
Vitvi17g00904	35.1012	34.646	37.555	54.3523	34.6914
Vitvi13g02001	111.988	82.922	107.374	110.309	84.6643
Vitvi13g02002	454.323	465.923	477.144	354.046	368.374
Vitvi13g02004	67.8978	38.4273	119.791	68.282	68.6754
Vitvi05g00469	7406.74	9392.69	6392.66	10635.7	8220.52
Vitvi05g00468	38.7233	281.807	121.141	25.548	71.5959
Vitvi05g00464	566.907	547.394	491.188	615.88	508.31
Vitvi05g00467	50.6538	27.9969	94.5551	76.8032	65.4047
Vitvi05g00461	2214.08	1233.26	1696.16	1659.57	823.069
Vitvi05g00460	1.45077	3.19473	1.59609	0	0.614715
Vitvi05g00463	607.092	741.855	558.622	727.443	571.432
Vitvi05g00462	2645.92	3346.62	2414.5	2506.46	2396.51
Vitvi13g00864	337.073	296.554	379.748	304.14	296.698
Vitvi13g00860	11.819	30.4931	15.6508	15.477	30.7817
Vitvi04g01224	1705.05	1613.22	1573.89	2220.3	1276.96
Vitvi04g01227	298.495	320.04	427.636	257.272	358.784
Vitvi04g01226	19.7663	14.7126	11.0251	13.1799	29.6312
Vitvi19g00109	9.90581	4.77561	6.93457	0	0
Vitvi19g00108	5051.24	5785.85	5329.93	4944.3	7003.32
Vitvi16g00471	7.61341	0	13.7902	21.5011	1.35671
Vitvi16g00474	0.709788	0.347846	11.2896	17.0492	1.00288
Vitvi09g01660	120.595	111.124	69.9921	65.9808	78.2397
Vitvi09g01664	14.9003	52.0266	2.24517	4.71523	14.0964
Vitvi09g01665	14.3376	95.0038	1.85909	3.89557	7.12458
Vitvi09g01666	9.65327	799.771	5.13942	5.27567	256.661
Vitvi03g01673	6.40295	8.83142	14.1839	11.1919	8.25988
Vitvi03g01672	306.885	333.919	568.983	492.752	328.08
Vitvi03g01676	0	0	4.23492	0	0
Vitvi05g00343	0	1.34427	0.723563	0.41968	1.22943
Vitvi16g00299	9.89506	12.335	5.56654	12.4984	14.6959
Vitvi16g00297	0	0	0	0	0
Vitvi14g01762	530.134	470.638	412.242	433.595	472.707
Vitvi08g01773	4491.98	4574.37	2935.44	2989.04	4041.62
Vitvi08g01772	155.952	142.387	152.108	107.302	111.366
Vitvi08g01770	0	1.39138	0	0	0
Vitvi08g01777	17.6262	7.94834	5.75967	70.7738	10.8804
Vitvi08g01776	0	0	0	0.413113	0
Vitvi11g01421	29.8375	29.2048	63.6929	59.6661	59.2256
Vitvi11g01423	220.129	172.475	185.618	221.298	174.261
Vitvi11g01422	107.599	88.5747	119.765	73.3706	96.8671
Vitvi11g01425	207.635	366.418	254.086	276.887	427.891
Vitvi11g01424	80.6112	141.543	90.6226	72.1458	108.318
Vitvi11g01427	24575.5	12744.9	20481	15670.1	6576.11
Vitvi11g01429	895.416	1327.38	432.732	403.379	613.02
Vitvi11g01428	19.1795	24.0544	16.1797	23.6061	2.51234
Vitvi09g00133	133.433	248.766	91.7673	301.099	85.2309
Vitvi09g00132	32.112	31.9794	30.9306	34.7219	43.4401
Vitvi09g00130	1244.09	1095.57	955.191	1317.76	1068.64
Vitvi09g00137	385.573	316.83	411.92	346.15	305.655
Vitvi09g00136	5354.51	4218.59	4055.07	3732.29	3574.21
Vitvi09g00135	1766.88	1623.05	1329.41	1938.97	1976.92
Vitvi09g00134	803.263	1683.51	1103.67	2113.11	1658.91
Vitvi09g00139	1165.93	1298.48	1134.61	1392.86	995.063
Vitvi18g02588	3096.56	3429.8	2693.36	4624.37	2593.67
Vitvi18g02589	475.387	865.285	292.115	397.84	383.369
Vitvi18g02584	555.756	474.72	348.691	303.853	250.508
Vitvi18g02585	66.056	96.1246	13.7841	17.544	14.6565
Vitvi18g02582	33.0915	116.821	58.3542	71.717	35.5327
Vitvi18g02580	25.175	0.765831	1.94114	2.30365	22.0891
Vitvi02g00626	456.485	502.32	409.602	362.81	404.217
Vitvi02g00627	752.7	595.201	953.249	1124.75	755.765
Vitvi02g00620	1.68551	1.42043	0.798043	3.08248	2.54668
Vitvi02g00623	0.265937	0.654598	2.55677	1.65902	1.11616
Vitvi02g00628	66.5574	64.4742	55.4131	59.6122	54.7864
Vitvi11g01096	21.1989	19.1265	23.2329	15.2414	33.0129
Vitvi18g00986	661.056	536.118	684.311	532.828	587.132
Vitvi11g01097	263.729	327.118	240.033	386.38	402.811
Vitvi18g00980	329.034	313.178	304.396	278.269	291.533
Vitvi18g00981	3979.11	3193.15	3263.3	2965.64	3136.85
Vitvi18g00982	2175.58	1892.09	2400.37	2162.31	2065.23
Vitvi18g00983	183.538	379.053	713.028	312.411	261.445
Vitvi18g00988	2240.32	940.524	3123.15	1465.9	1136.19
Vitvi18g00989	0	0.765831	7.16262	0	0.427636
Vitvi10g00636	1.48383	3.46039	0	8.5357	2.58614
Vitvi10g00634	39.2225	27.9898	37.3696	33.1576	25.0036
Vitvi10g00635	15.7312	12.4934	20.1638	24.906	18.0572
Vitvi10g00632	54.9541	49.496	55.1728	54.6009	45.1976
Vitvi18g02638	25.7254	128.642	72.0912	154.199	140.389
Vitvi10g00639	1343.71	976.21	986.491	1091.11	1183.26
Vitvi18g01587	1.45077	2.84086	1.90769	6.48075	1.97143
Vitvi18g01585	37.9519	126.384	49.6626	140.199	81.1327
Vitvi18g00672	1829.68	1725.28	1497.43	1424.63	1431.17
Vitvi18g00670	1371.01	1658.87	1486.98	1362.36	1504.04
Vitvi18g00671	2748.55	2603.56	2421.44	1954.71	2172.32
Vitvi18g00677	2.52381	0	4.68791	1.12484	5.72721
Vitvi18g00674	374.013	328.121	396.722	316.229	364.758
Vitvi18g00675	1188.84	1021.63	715.701	326.353	914.761
Vitvi18g00678	51.728	50.706	54.5936	69.8609	63.3376
Vitvi18g00679	32.9388	52.5483	41.2732	18.7752	41.1212
Vitvi13g00039	0	1.03751	0.839072	0	1.22943
Vitvi13g00037	71.5801	86.3154	156.104	65.9441	167.576
Vitvi13g00036	488.338	364.362	480.141	480.202	327.049
Vitvi13g00035	1691.85	1153.8	1690.78	1072.33	1010.13
Vitvi13g00034	344.766	268.994	367.256	369.601	280.651
Vitvi13g00033	2527.67	1661.16	1908.56	4003.71	2199.63
Vitvi13g00031	571.553	491.232	518.014	532.908	823.273
Vitvi13g00030	61.5164	94.2085	122.137	57.0124	115.211
Vitvi01g00379	1233.63	817.491	852.776	721.158	1174.12
Vitvi01g00378	1.45077	0.306752	7.55164	0	0.427636
Vitvi01g00371	0.387022	0.654598	1.48058	4.03633	4.01666
Vitvi01g00373	3664.94	2895.96	3569	3560.07	3504.36
Vitvi01g00372	50.1193	38.5966	44.3574	53.3101	64.8673
Vitvi01g00375	2023.78	1344.17	1722.11	1106.09	1000.57
Vitvi01g00374	136.257	218.519	186.962	221.596	208.018
Vitvi01g00377	191.594	176.21	174.449	149.974	175.943
Vitvi01g00376	4336.32	3466	3556.65	3624.73	3600.23
Vitvi17g01650	56.5665	77.6494	40.419	52.4591	61.6156
Vitvi14g03029	261.816	309.796	329.191	248.52	365.023
Vitvi01g00995	180.181	261.541	191.823	251.157	230.185
Vitvi01g00997	4.88792	5.22474	5.31111	10.5407	7.57136
Vitvi01g00991	30.7894	26.5864	34.5211	41.3196	24.2221
Vitvi01g00990	61.6799	32.6712	39.8414	72.6878	36.4683
Vitvi17g01653	1890.77	1457.42	1891.05	2569.11	1206.31
Vitvi13g01348	114.898	173.719	133.062	248.506	226.144
Vitvi04g02247	10.9919	7.14534	9.48227	10.0303	4.10961
Vitvi04g02244	28.1757	29.8764	33.1789	19.4054	13.9285
Vitvi04g02241	106.61	53.2702	75.4885	36.0046	36.9263
Vitvi04g02248	5.77376	16.3785	6.13503	19.3488	10.86
Vitvi17g00086	0	0.689668	0.798043	2.0116	3.28868
Vitvi17g00087	79.9865	97.1245	91.3766	97.4427	88.1961
Vitvi17g00084	28.2671	76.8419	3.08424	1.17881	2.23231
Vitvi17g00085	17.8881	11.2253	17.4171	9.64741	12.6647
Vitvi17g00082	576.711	449.686	490.47	328.271	337.359
Vitvi17g00083	49.1837	24.4653	31.1343	12.1064	7.09912
Vitvi17g00080	94.5165	108.757	300.079	173.006	253.769
Vitvi17g00081	281.74	248.312	263.808	173.844	186.223
Vitvi17g00088	3.05569	8.45846	3.08424	3.56269	2.69942
Vitvi17g00089	67.4242	50.0723	49.7872	68.1898	56.3823
Vitvi04g01571	24.2435	27.8917	13.471	5.39269	18.5344
Vitvi04g01576	2.4265	0	0	0.41968	0
Vitvi01g02264	3.85537	4.15005	0.419536	0	1.00288
Vitvi01g02267	531.484	452.709	637.931	1003.86	564.769
Vitvi11g00295	630.552	888.047	914.956	744.785	838.811
Vitvi11g00294	1619.59	1964.98	2140.15	2300.26	2096.42
Vitvi11g00297	3.58756	4.56804	4.65445	17.9294	0.501442
Vitvi11g00296	202.209	290.706	252.291	305.69	234.549
Vitvi11g00290	171.577	587.843	117.82	353.851	897.75
Vitvi11g00293	327.716	305.477	377.194	372.458	326.596
Vitvi11g00292	3372.66	3914.07	2621.77	2435.32	2639.26
Vitvi12g00380	435.025	851.531	595.262	1553.74	1254.3
Vitvi12g00381	17.2938	105.193	128.561	420.442	80.2086
Vitvi12g00382	833.7	471.934	1241.58	586.204	630.628
Vitvi12g00383	29.5054	31.0825	27.2581	46.8677	41.2548
Vitvi11g00299	42.3206	57.4302	58.5672	60.6593	60.2054
Vitvi11g00298	1666.74	2204.26	1765.93	1321.29	1646.96
Vitvi12g00387	9.50617	14.2535	7.28571	11.7629	4.40483
Vitvi14g02777	4.67695	1.87951	2.78779	5.45979	2.97431
Vitvi10g00198	40.0608	25.6682	38.2041	32.4984	14.0812
Vitvi14g02770	59.8732	12.9273	14.3404	68.107	75.5111
Vitvi10g00197	24.8411	34.1288	2.52332	8.15685	13.5594
Vitvi10g00194	0	0	1.03517	0.352581	0
Vitvi06g00114	1088.61	1784.43	1280.06	1502.07	1173.78
Vitvi06g00115	33.6379	20.7113	36.1384	22.8076	45.4802
Vitvi06g00113	1215.57	1532.36	977.742	1304.54	1359.83
Vitvi06g00110	1791.49	1739.89	1698.78	2031.26	1374.48
Vitvi06g00111	417.461	375.064	393.576	99.303	174.697
Vitvi06g00119	49.2313	3.11856	17.3865	2.35762	41.9701
Vitvi07g00238	118.896	105.427	94.1188	113.502	133.137
Vitvi07g00232	51.4969	49.6776	56.7598	56.5019	52.069
Vitvi07g00233	107.353	92.2178	110.61	100.689	101.256
Vitvi07g00230	397.358	424.402	385.924	488.004	372.638
Vitvi07g00231	1345.31	1866.8	1304.43	1717.24	1594.45
Vitvi07g00236	7.58778	10.1466	8.36505	7.46483	8.46097
Vitvi07g00237	0.918897	0.99642	0.798043	1.61162	2.65995
Vitvi07g00235	4.7412	5.11743	0.757015	0.772261	2.15851
Vitvi15g00926	1013.49	1343.58	1057.14	1140.55	1315.48
Vitvi15g00925	142.989	58.8608	455.767	113.451	78.264
Vitvi15g00924	28.6768	61.4502	42.9863	67.7201	58.1297
Vitvi15g00923	1900.73	1810.86	1950.64	1641.5	2120.89
Vitvi15g00921	8.75071	12.341	13.9392	6.20579	15.5512
Vitvi15g00920	982.063	637.94	409.44	467.587	619.789
Vitvi15g00929	41.4031	80.9541	46.069	68.4111	67.1251
Vitvi15g00928	241.189	235.663	213.714	412.921	100.896
Vitvi01g01105	0	0	0	0.413113	1.04235
Vitvi19g02267	5.54644	9.97807	5.06641	9.86184	10.3191
Vitvi19g01790	0	0.382915	0.419536	5.67161	32.2186
Vitvi19g01585	1.15364	0.382915	13.1228	0.83936	13.4997
Vitvi17g00444	0	2.96021	0	0	0
Vitvi17g00442	1910.88	1799.18	1049.53	1597.54	1274.17
Vitvi14g00413	239.282	175.36	107.427	201.16	186.367
Vitvi07g00905	41.5358	47.41	27.6837	54.9863	53.1572
Vitvi17g00441	45.4182	44.5571	39.6316	62.1367	37.7384
Vitvi07g00908	6.01593	10.9536	0	2.23655	0.427636
Vitvi17g00449	0.443851	4.84182	0	0	0
Vitvi15g01496	0.918897	6.64909	0.378508	0.772261	3.38794
Vitvi07g02212	25.7585	17.6048	39.8429	27.5899	33.756
Vitvi07g02213	24.7096	10.4453	39.259	33.5798	27.7018
Vitvi07g02211	680.555	839.941	698.322	932.776	779.059
Vitvi07g02216	319.036	324.621	368.189	336.12	283.916
Vitvi07g02217	282.938	295.671	299.601	289.397	218.229
Vitvi07g02214	165.365	166.069	174.432	151.931	175.235
Vitvi07g02215	364.874	396.848	379.483	252.562	264.717
Vitvi07g02218	322.949	381.087	347.761	343.57	251.361
Vitvi07g02219	18.9685	11.4126	30.8227	16.4005	20.2412
Vitvi15g01499	112.724	80.9493	64.6004	54.6073	36.4975
Vitvi08g00624	9.65845	2.84688	0	1.59849	2.0847
Vitvi08g01575	8.57093	21.8951	12.3111	12.0116	11.9622
Vitvi08g01574	198.864	260.739	246.049	195.379	252.206
Vitvi08g01577	1018.01	1315.26	361.046	1177.25	990.645
Vitvi08g01571	144.502	205.312	172.377	209.212	240.967
Vitvi08g01570	1.59562	0.306752	0	0	0
Vitvi08g01573	1997.11	1396.12	1293.99	901.158	855.404
Vitvi08g01572	15.1811	31.3939	195.516	83.5443	27.4548
Vitvi08g01579	43.469	39.5349	75.0492	155.855	53.9578
Vitvi08g01578	2.99886	10.9706	1.67814	20.4842	34.6648
Vitvi16g00902	36.5487	22.6871	25.4507	30.4474	23.0042
Vitvi16g00908	1023.04	998.109	698.596	1433.94	828.357
Vitvi16g00909	100.897	119.228	91.5864	110.678	100.647
Vitvi08g00193	761.17	1321.63	1250.36	2280.56	1304.93
Vitvi08g00195	0	0	0	0	0
Vitvi08g00199	11.9728	1.07258	62.7512	0	3.99634
Vitvi05g00864	23.0824	11.0318	13.8737	10.7486	18.2252
Vitvi05g00867	254.499	248.492	356.794	328.693	274.938
Vitvi05g00866	3.97459	3.46039	3.38827	3.76794	2.13818
Vitvi11g00659	107.218	149.697	145.528	125.175	88.8884
Vitvi11g00658	126.653	192.509	194.602	112.004	76.5674
Vitvi15g01674	355.312	316.837	331.909	336.779	379.591
Vitvi15g01670	3.35469	1.07258	1.59609	0	0.501442
Vitvi15g01671	1.81403	1.2681	0	0	0.501442
Vitvi15g01672	270.74	251.446	315.137	248.309	378.279
Vitvi15g01673	140.131	201.131	178.103	123.708	236.873
Vitvi03g00836	49.0916	25.0338	91.9039	35.2954	25.6973
Vitvi03g00839	1.15364	0.347846	1.10207	0.765694	1.35671
Vitvi02g00706	3.49954	10.758	1.44713	5.03354	3.77611
Vitvi02g00704	1.5076	1.65102	2.93528	2.01817	0.929078
Vitvi02g00703	1.36275	1.9227	5.49963	3.47589	5.33391
Vitvi02g00702	64.2074	80.1333	102.354	110.954	103.419
Vitvi02g00701	0.975726	1.76827	1.52161	1.53795	3.32814
Vitvi02g00700	70.3867	72.7644	94.0262	71.1657	91.0088
Vitvi13g00238	324.686	287.938	289.738	333.921	364.374
Vitvi13g00231	3.82231	2.18626	2.21172	3.62979	1.97143
Vitvi13g00230	873.575	573.404	697.836	555.638	911.84
Vitvi13g00232	20.8925	21.6255	31.9384	48.403	27.054
Vitvi13g00235	452.3	462.505	431.399	445.262	457.593
Vitvi13g00237	18.9169	12.0382	8.10816	6.78988	14.0214
Vitvi13g00236	899.113	804.664	874.226	895.599	916.925
Vitvi13g00587	253.348	307.905	247.794	417.793	327.064
Vitvi13g00585	25.1661	37.6041	25.9448	50.5474	36.7049
Vitvi13g00588	61.7772	38.0472	46.0995	103.262	71.5236
Vitvi18g00474	0.265937	0.654598	1.48058	1.18537	0
Vitvi18g00470	23.1957	158.726	8.14604	8.34754	27.4127
Vitvi18g00472	6.25067	16.4128	12.0056	20.4803	18.0038
Vitvi18g00473	27.4682	22.0555	6.78412	65.1192	13.6664
Vitvi19g00602	1266.46	1373.76	1499.83	1667.84	1043.44
Vitvi19g00601	19.1594	21.8249	35.7096	32.4904	31.2348
Vitvi19g00607	198.257	178.472	220.822	224.697	270.97
Vitvi19g00604	213.444	315.195	676.982	866.229	228.773
Vitvi19g00608	358.471	265.248	395.801	247.625	382.1
Vitvi19g00609	4.50646	6.34444	5.5194	9.55009	10.7276
Vitvi02g01072	0	1.68609	4.20461	1.05774	0.501442
Vitvi02g01071	7.38796	248.628	125.374	183.777	235.488
Vitvi13g01181	3.2336	0.695692	1.52161	0.832793	1.89762
Vitvi13g01185	0	0	0	12.1932	0
Vitvi16g01264	160.611	127.1	147.785	144.088	149.986
Vitvi16g01261	205.193	251.109	207.854	295.884	212.514
Vitvi16g01262	70.5476	32.2592	33.1636	22.9786	23.7602
Vitvi08g02122	0	0.654598	0	0	0
Vitvi08g02121	3.16935	3.61481	1.56264	2.85096	2.23231
Vitvi08g02120	0.830873	2.34671	1.17655	0	0
Vitvi05g01909	12.6113	9.31745	0.723563	0	0
Vitvi08g02125	0	0.382915	1.21758	0.41968	0.614715
Vitvi05g01905	8.32876	11.6432	7.73112	11.6524	10.2453
Vitvi05g01904	751.496	556.586	794.344	585.189	700.618
Vitvi08g02128	0.265937	0.654598	1.1431	0.41968	1.04235
Vitvi05g01901	8.73956	20.8225	5.77021	7.47139	11.2342
Vitvi05g01900	60.0378	76.559	79.4291	11.9405	84.3946
Vitvi05g01903	24.1443	25.1751	15.327	16.2755	19.3413
Vitvi17g01113	137.625	115.082	135.862	133.437	130.915
Vitvi17g01111	5.9279	7.87007	7.65664	6.27288	11.1209
Vitvi17g01110	33.8213	19.7418	40.4463	24.4586	35.1611
Vitvi01g02067	0.387022	0.347846	0	0	0
Vitvi01g02069	0.975726	0	0	2.0984	0
Vitvi11g00057	899.818	1281.53	1001.91	1314.61	706.875
Vitvi11g00056	138.762	161.221	147.522	176.554	121.719
Vitvi11g00055	353.85	411.307	474.757	457.313	427.603
Vitvi11g00053	4.38724	12.4112	7.46812	7.28979	16.3123
Vitvi11g00052	24.5243	76.6189	64.9835	20.0843	90.2721
Vitvi11g00051	501.802	415.049	577.73	464.809	487.515
Vitvi11g00050	3542.85	1563.27	2222.79	987.597	1722.74
Vitvi16g01192	196.267	160.474	158.585	198.42	142.313
Vitvi16g01190	1.62868	6.87968	5.48448	6.33342	8.91406
Vitvi16g01191	10.9681	8.49353	20.4117	16.2901	19.5627
Vitvi16g01196	7.67767	5.18757	3.77435	3.55612	3.90339
Vitvi16g01197	37.1299	70.1722	59.4641	34.5903	92.1567
Vitvi11g00058	104.965	85.9385	89.1864	121.678	135.34
Vitvi03g00197	822.309	714.887	726.662	799.707	563.28
Vitvi03g00196	1696.52	1293.36	1807.4	2022.23	1462.88
Vitvi03g00195	1053.46	1400.55	1100	898.541	955.482
Vitvi03g00193	192.381	148.162	223.645	111.196	156.223
Vitvi03g00192	0	0	0	0.41968	0
Vitvi03g00191	18.8786	9.63625	5.29596	30.4106	41.8492
Vitvi03g00190	673.053	1122.86	682.222	836.428	603.098
Vitvi03g00199	509.014	419.777	436.066	448.876	556.451
Vitvi09g01145	0	5.88928	0	0.413113	0.501442
Vitvi09g01144	0.975726	2.38178	1.86666	1.23934	1.28291
Vitvi09g01146	0	0.613504	0	0	0
Vitvi09g01141	17.3618	48.5778	32.852	33.7417	50.2083
Vitvi09g01143	33.4581	46.2293	43.0532	36.3743	44.471
Vitvi11g00945	0	13.9899	0	3.21667	0.501442
Vitvi11g00949	0.387022	2.38178	0.764592	0	1.11616
Vitvi09g01493	29.1826	53.8667	27.3296	19.6948	15.5449
Vitvi09g01492	4.09567	19.7719	26.4524	30.3895	18.1374
Vitvi09g01491	222.496	79.8959	59.7816	130.54	66.3462
Vitvi09g01497	39.0963	12.0442	10.7074	60.9816	12.064
Vitvi09g01496	445.496	602.569	489.175	608.375	525.027
Vitvi09g01495	7.96924	5.1114	3.4293	0.705162	2.04524
Vitvi09g01494	24.3995	47.3459	14.4591	42.3274	25.0279
Vitvi09g01499	229.238	299.799	291.831	267.168	600.517
Vitvi11g01090	0.265937	0.306752	3.05079	1.65245	2.58614
