gene	Barbera_Soft	Negroamaro_Soft	Primitivo_Soft	Refosco_Soft	Sangiovese_Soft
Vitvi13g01113	2.66867	4.46885	4.42344	0	1.84415
Vitvi14g00358	1.57186	2.5752	3.08424	1.53795	4.12994
Vitvi14g01916	114.574	282.703	105.775	156.86	172.693
Vitvi14g01910	1045.3	424.632	1037.4	313.625	501.429
Vitvi14g01911	9.04598	39.3132	15.4136	10.9538	4.29156
Vitvi14g01919	40.1823	40.0652	42.3418	42.976	63.2855
Vitvi14g01867	707.402	470.553	667.348	417.443	365.595
Vitvi05g01970	0.797812	1.76827	5.59999	1.60505	7.32567
Vitvi05g01972	7.56401	26.79	22.4835	36.8267	67.1825
Vitvi19g00691	2.78975	2.69455	1.55506	2.50495	1.97143
Vitvi19g00690	6.43414	26.8871	8.3133	15.7256	7.04446
Vitvi19g00693	85.907	69.7029	113.38	95.864	141.739
Vitvi19g00692	219.78	256.244	216.009	232.019	237.764
Vitvi19g00695	2937.26	1845.44	2015.58	2138.2	2239.1
Vitvi19g00694	24857.7	22751.9	21755	24416.5	23762.3
Vitvi10g01622	9.84566	0.654598	8.3133	22.0419	2.0847
Vitvi10g01621	7.08154	3.49755	2.63883	5.15461	0.614715
Vitvi02g01539	0.709788	0	0	2.85096	0
Vitvi05g00599	415.411	402.423	79.0609	126.522	141.417
Vitvi05g00591	1.8066	1.88161	0.345056	0.413113	0.614715
Vitvi05g00590	7.37311	1.38536	0.378508	0.705162	2.21199
Vitvi05g00592	16.6226	27.1068	1.79976	16.3229	21.5788
Vitvi17g00830	0	0.347846	3.31379	1.89054	3.7023
Vitvi17g00836	0	3.91344	0	0	0
Vitvi19g00038	469.449	417.259	528.895	251.998	400.64
Vitvi05g00629	86.3642	1498.33	790.515	210.733	841.331
Vitvi05g00628	19.6141	18.2965	17.376	17.7135	24.0211
Vitvi05g00623	692.818	320.465	136.178	556.416	437.066
Vitvi05g00621	124.95	179.321	171.045	100.153	196.017
Vitvi05g00620	1217.51	1086.19	1167.52	1257.58	1387.7
Vitvi05g00627	243.442	318.508	301.418	306.253	257.694
Vitvi05g00626	166.716	139.977	112.98	164.273	145.373
Vitvi05g00625	111.979	145.229	131.454	215.274	212.582
Vitvi05g00624	160.007	191.355	168.454	181.182	171.303
Vitvi09g00079	1044.2	818.971	733.659	842.096	531.203
Vitvi09g01130	17.0226	15.6881	5.74137	28.3345	13.5454
Vitvi09g01137	50.3797	55.7452	66.8106	61.3922	67.773
Vitvi03g01529	44.5454	27.7433	54.0615	76.548	37.7625
Vitvi03g01528	0	1.00244	0.723563	2.7299	0.501442
Vitvi03g01521	111.531	78.3972	110.194	64.9271	78.409
Vitvi03g01523	0	0	0	0	0.501442
Vitvi03g01522	66.4247	65.1228	125.224	77.1899	84.7281
Vitvi19g01638	510.432	443.509	558.521	549.869	513.109
Vitvi19g01635	197.471	273.152	198.848	235.226	300.381
Vitvi19g01636	41.1413	56.0359	55.3264	59.1976	58.5382
Vitvi19g01637	304.185	268.067	334.957	264.709	263.5
Vitvi19g01630	0.265937	41.2098	3.05079	4.72836	22.1629
Vitvi19g01631	0	1.37934	2.2862	2.7102	0
Vitvi09g00660	10.2784	9.98017	7.64906	8.8712	10.9733
Vitvi09g00667	8.42608	48.0497	1.10207	2.7102	15.014
Vitvi09g00668	65.0141	97.421	45.2102	48.7293	132.34
Vitvi03g00699	6.52403	1.14875	27.1912	1.53139	2.77322
Vitvi03g00690	1089.75	1078.9	1744.06	1246.58	1211.87
Vitvi03g00692	13.5725	10.2639	144	95.1838	71.1597
Vitvi03g00695	3.29043	2.03996	1.83321	1.89054	4.83247
Vitvi11g01669	173.946	76.7051	152.847	154.209	81.9775
Vitvi11g01665	31.0334	25.5942	29.4044	44.2034	48.671
Vitvi11g01664	3.02449	4.18512	1.13552	2.85753	1.54379
Vitvi11g01663	7.40987	4.64028	6.2901	3.62322	1.54379
Vitvi11g01662	14.572	29.0054	13.0195	15.3639	2.97431
Vitvi02g00175	25.7328	185.496	54.9054	79.3714	69.2151
Vitvi02g00176	3959.25	2243.15	1831.83	1605.14	1680.28
Vitvi02g00177	1.18483	1.03751	1.1431	0.765694	2.27178
Vitvi02g00170	173.514	42.6344	67.3227	143.083	69.9964
Vitvi02g00171	1040.08	727.994	923.41	1125.65	876.295
Vitvi02g00172	242.679	217.687	251.543	241.869	204.424
Vitvi02g00173	103.855	49.9752	81.3061	38.7067	43.8232
Vitvi02g00178	0.443851	1.00244	2.69816	2.35762	0
Vitvi02g00179	63.9875	156.282	113.606	134.277	213.401
Vitvi18g01964	2.96766	0	0	0	0
Vitvi18g01967	624.884	612.541	545.101	530.113	441.212
Vitvi16g01443	4.85486	3.14761	3.77435	0	6.82936
Vitvi18g01961	0	0.347846	0	0	8.22041
Vitvi18g01962	4.35418	1.42645	1.1431	1.05774	7.57136
Vitvi18g01968	132.51	90.4286	98.3764	93.63	63.1236
Vitvi14g00355	29.9972	40.2466	20.0635	15.0967	11.4201
Vitvi10g00748	12.3071	45.9403	4.27448	8.57653	40.9596
Vitvi17g00603	18.765	12.0672	15.4942	10.1211	5.56046
Vitvi14g00352	1.95888	5.2598	4.60585	12.3576	10.4871
Vitvi18g00703	111.613	113.111	31.8319	28.9699	399.546
Vitvi18g00700	11.65	0	8.78291	0	4.7778
Vitvi18g00706	2440.34	1940.46	1676.91	1648.57	1546.13
Vitvi18g00707	37.9315	41.5607	49.8282	51.254	57.9107
Vitvi18g00704	6.45978	18.4507	3.01734	6.27945	16.4803
Vitvi18g00708	0.652959	1.7332	1.1431	6.93065	5.02468
Vitvi01g01992	33.1795	120.023	3.54481	14.6981	90.1968
Vitvi01g01993	27.3359	66.5205	28.4984	12.4918	24.1929
Vitvi01g01990	22.8733	0.689668	25.5328	5.63482	34.6508
Vitvi01g01991	487.957	520.977	428.097	511.155	532.252
Vitvi01g01996	311.94	306.387	321.694	373.333	313.632
Vitvi01g01997	1.48383	59.5308	85.8814	7.44513	16.661
Vitvi01g01994	2.60628	6.2722	3.00219	6.28602	4.16428
Vitvi01g01995	1363.9	1159.42	1432.61	1243.61	1228.25
Vitvi01g01998	21.1952	753.931	1356.32	1.59192	79.1844
Vitvi01g01999	3.74171	67.9074	156.871	0	6.71608
Vitvi01g00029	625.491	551.146	634.214	734.156	605.58
Vitvi01g00028	166.081	195.455	146.82	102.256	152.03
Vitvi01g00023	459.243	423.969	528.454	513.798	391.914
Vitvi01g00025	239.972	237.577	295.184	262.754	224.383
Vitvi01g00024	246.987	354.124	255.488	347.415	312.105
Vitvi01g00027	53.3804	59.8219	27.3584	90.5252	59.6009
Vitvi01g00026	750.334	1184.42	1100.7	838.323	1014.82
Vitvi10g01197	5.71693	3.84933	3.65885	2.00503	0.501442
Vitvi04g00288	55.9537	101.126	72.1733	133.563	95.9966
Vitvi04g00289	1.36275	0	0.345056	0.352581	1.11616
Vitvi04g00280	80.5548	74.6431	98.0572	103.154	117.774
Vitvi04g00281	221.063	329.271	112.407	129.357	232.613
Vitvi04g00282	65.715	4.8358	5.17434	53.8707	25.584
Vitvi04g00283	158.06	151.314	102.2	123.663	101.683
Vitvi04g00286	21.9744	16.522	23.6676	24.5902	53.2833
Vitvi04g00287	204.186	244.924	217.829	236.471	356.134
Vitvi17g01449	0	2.07503	0.419536	2.72333	1.50433
Vitvi08g02251	44.7196	49.7245	20.0742	22.2406	33.2901
Vitvi08g02250	3.31233	0	0.419536	1.60505	0.501442
Vitvi08g02253	0.774044	2.27055	0.378508	0	2.65995
Vitvi08g02252	1230.52	1233.68	1094.16	998.766	1073.2
Vitvi08g02257	502.77	462.306	855.593	404.143	350.872
Vitvi08g02256	1.8066	1.99284	3.76678	0.352581	6.54933
Vitvi08g02259	14.0201	32.8317	16.0095	18.5765	32.7595
Vitvi08g02258	51.728	76.8035	94.6614	50.2987	76.7417
Vitvi04g01623	7.34748	4.61516	6.75066	7.00431	10.8944
Vitvi04g01624	26.2722	27.6161	33.2	34.2719	50.6042
Vitvi13g02016	135.764	136.257	140.448	67.9662	132.61
Vitvi12g00504	0	0	0	0	0
Vitvi12g00505	315.208	45.776	181.143	204.243	174.119
Vitvi12g00502	481.898	317.655	439.915	363.374	242.046
Vitvi19g00698	32.1689	53.2568	44.4365	195.354	47.8118
Vitvi19g01941	29.0545	11.0999	20.9391	39.4133	64.8814
Vitvi06g00026	364.482	326.32	358.942	319.497	387.555
Vitvi06g00027	186.274	162.941	210.883	144.885	138.795
Vitvi06g00024	11.8376	1.49659	30.511	5.93344	7.08392
Vitvi06g00022	922.748	955.922	970.309	916.935	883.323
Vitvi06g00020	2360.93	2116.33	1951.95	1929.96	2224.49
Vitvi06g00021	13.9027	12.4792	4.16801	22.2063	10.7722
Vitvi06g00028	100.392	175.776	162.313	126.918	266.192
Vitvi06g00029	5718.69	5028.3	3747.9	3833.89	3456.34
Vitvi01g01319	166.889	137.549	152.427	101.62	127.538
Vitvi15g00817	700.002	569.571	639.689	540.198	580.891
Vitvi15g00816	492.639	426.825	656.74	1633.69	511.266
Vitvi15g00815	356.525	318.09	324.248	348.957	328.832
Vitvi15g00814	3.11252	4.30238	4.53895	5.77954	9.14949
Vitvi15g00813	250.046	223.515	236.907	212.946	229.616
Vitvi15g00811	234.972	646.039	455.425	279.794	563.272
Vitvi15g00810	4514.08	4031.46	4582.19	4676.26	4505.5
Vitvi15g00819	276.524	300.947	236.029	293.499	178.285
Vitvi15g00818	6.66888	21.4991	10.5768	11.0603	1.65707
Vitvi19g00697	489.871	1252.68	996.479	1983.89	2081.39
Vitvi06g01183	94.4185	96.3697	81.9627	113.217	98.5739
Vitvi13g02010	0.387022	0	2.31965	0	2.77322
Vitvi19g00696	770.719	834.896	776.183	840.889	714.73
Vitvi07g00072	23.8509	18.6402	22.6173	30.8105	25.743
Vitvi07g00073	63.2647	165.481	91.9102	260.955	78.6456
Vitvi07g00074	6.7974	8.03052	17.8107	4.7218	12.2651
Vitvi07g00075	280.963	213.656	322.605	146.977	196.678
Vitvi07g00078	6191.62	5603.35	4656.89	3704.75	3962.04
Vitvi07g00079	1242.49	1156.23	912.808	1037.48	956.85
Vitvi12g01297	51.2069	41.266	49.8724	47.5623	45.4445
Vitvi12g01296	122.718	91.091	129.158	121.112	102.291
Vitvi12g01299	0.265937	1.7332	1.44713	4.02977	7.49242
Vitvi12g01298	0.774044	3.73207	0.690112	3.08248	6.60281
Vitvi17g00373	119.04	169.926	111.168	198.106	141.322
Vitvi06g01049	19.2326	17.2839	7.77215	13.5824	9.00188
Vitvi06g01048	84.9164	49.039	101.949	57.0361	45.7806
Vitvi06g01046	334.838	236.888	237.994	235.047	277.875
Vitvi06g01044	10.1298	10.2699	3.4293	8.70417	10.6538
Vitvi06g01043	273.877	248.335	321.82	275.668	288.262
Vitvi17g00375	219.053	205.255	177.141	207.299	185.976
Vitvi12g02019	49.1767	47.5453	65.0487	42.1196	48.0676
Vitvi12g02016	321.764	260.651	358.73	339.848	288.64
Vitvi12g02017	402.192	444.471	429.112	467.617	337.5
Vitvi12g02013	75.4429	45.8192	55.6622	39.879	46.4551
Vitvi12g02011	0	5.64874	0	1.95763	4.51811
Vitvi14g00881	253.76	227.62	170.288	163.315	299.596
Vitvi14g00883	77.0315	128.146	75.9144	123.146	131.905
Vitvi14g00887	629.207	462.426	595.107	386.734	473.572
Vitvi14g00888	41.9283	76.8843	63.196	49.466	231.974
Vitvi14g02951	26.085	38.6558	29.4273	32.9049	43.1996
Vitvi14g02950	379.762	92.8483	359.706	151.66	80.5014
Vitvi14g02953	159.992	117.011	184.893	147.932	114.549
Vitvi14g02952	67.8789	43.5203	38.0901	30.0474	46.3024
Vitvi14g02955	20.1846	22.1526	29.3421	23.7417	21.2593
Vitvi14g02954	376.893	380.996	560.635	414.656	373.703
Vitvi14g02956	868.834	930.876	842.314	592.518	903.877
Vitvi14g02958	0	0.306752	0	0.413113	0
Vitvi16g01927	2.81538	3.3782	6.28252	1.59192	9.27677
Vitvi16g01926	55.7044	47.7667	58.0641	29.6449	41.6329
Vitvi16g01923	1.57186	1.04354	1.1431	1.66559	0.929078
Vitvi16g01922	310.565	332.945	312.716	295.038	286.409
Vitvi16g01921	694.257	776.656	821.186	602.505	621.665
Vitvi07g02322	5.39416	3.15363	2.94286	4.18762	4.85793
Vitvi07g02321	2.04134	5.88928	7.26298	12.0762	7.71897
Vitvi08g00062	1214.71	1563.84	1285.52	955.233	1107.96
Vitvi08g00064	710.419	678.726	521.355	680.898	628.211
Vitvi08g00067	61.955	31.3911	66.6372	11.0341	96.6368
Vitvi05g00913	1.15364	2.07503	1.10965	1.59192	1.46999
Vitvi08g01333	59.3246	292.35	24.7103	26.0807	465.025
Vitvi08g01332	15.9496	93.9507	22.0229	25.8598	58.5828
Vitvi08g01331	11.234	42.9461	14.6627	12.2669	11.9622
Vitvi08g01337	2.90341	16.7465	12.7399	9.82649	3.94286
Vitvi08g01336	415.875	367.431	545.181	335.186	541.737
Vitvi08g01335	0.387022	0	4.12088	0	0
Vitvi08g01339	184.324	141.263	165.778	199.991	225.785
Vitvi08g01338	169.795	700.835	176.209	291.299	272.927
Vitvi05g00001	72.2022	49.5782	51.5611	50.5277	52.8517
Vitvi05g00007	10.5406	2.53411	16.4488	5.88999	2.97431
Vitvi05g00006	18.5485	12.0382	30.5003	15.4704	7.47209
Vitvi19g00035	337.931	373.441	374.538	382.065	364.784
Vitvi19g00034	14.6106	9.99222	11.5861	11.4946	7.3308
Vitvi19g00031	434.8	396.644	335.634	313.201	293.288
Vitvi19g00030	1.18483	5.18757	4.19389	2.43785	5.33904
Vitvi13g00477	0.652959	1.03751	1.52161	2.79699	3.08759
Vitvi13g00476	1.60492	3.19473	1.17655	2.60226	2.86104
Vitvi13g00474	127.475	183.842	164.851	137.057	117.811
Vitvi13g00471	31.1675	34.0194	22.4593	28.9422	29.0165
Vitvi13g00470	407.102	111.281	400.085	346.151	207.283
Vitvi13g00479	0	1.30317	0	1.66559	3.08759
Vitvi13g00478	3.16935	5.30482	1.10965	3.21011	3.94286
Vitvi18g00548	608.609	109.581	317.269	403.641	106.663
Vitvi18g00549	42.1501	37.0401	19.673	27.0663	29.7877
Vitvi15g00599	0	0.382915	0	0	0
Vitvi15g00597	22.2018	3.07747	0.419536	0.413113	1.04235
Vitvi15g00595	723.411	686.049	599.582	716.957	644.75
Vitvi15g00593	82.2161	60.1347	80.8697	100.304	107.904
Vitvi02g01238	0.265937	1.38536	1.72528	0.772261	2.97431
Vitvi02g01239	5.24931	20.4516	24.2285	7.91877	9.18382
Vitvi02g01235	7.07411	3.21985	4.49034	6.48731	3.16139
Vitvi02g01237	4.86229	8.22394	6.12746	3.36139	9.52365
Vitvi02g01231	0.443851	0	3.57826	0	0.929078
Vitvi02g01232	0	0	0	0	0
Vitvi19g01687	11.9657	15.4334	9.13722	8.89233	10.9135
Vitvi08g02013	3.24103	1.49659	5.90548	8.43838	20.9589
Vitvi08g02017	9.82189	13.7533	11.1939	9.78817	12.9651
Vitvi08g02016	0	0	0	0	7.99899
Vitvi05g01835	380.607	429.875	423.235	262.95	1330.59
Vitvi05g01834	0	13.2592	0	0.413113	4.24321
Vitvi05g01837	2.73292	0.306752	0.345056	2.65623	0
Vitvi05g01836	0.265937	0.306752	0	0.413113	0
Vitvi05g01830	2138.89	2139.6	1773.23	2422.11	1843.71
Vitvi05g01833	609.666	808.09	112.678	726.88	164.736
Vitvi05g01832	6.16078	6.7153	3.38827	12.5997	6.10137
Vitvi09g00599	1422.29	4741.95	1785.84	127.813	1085.05
Vitvi09g00598	6.94225	4.79863	7.12917	9.98947	10.118
Vitvi07g00617	6.49097	13.3995	1.75873	9.62771	0.501442
Vitvi09g00591	2.75669	1.46152	1.10965	5.52032	2.39907
Vitvi07g00610	392.218	356.521	440.732	272.587	330.687
Vitvi09g00593	0.265937	0.347846	1.48816	0	0
Vitvi09g00592	293.581	404.523	352.432	310.761	360.858
Vitvi09g00595	20023.1	13365.7	23253.2	10922.1	19579.8
Vitvi09g00597	232.318	202.274	278.337	150.764	268.216
Vitvi09g00596	104.803	144.878	99.6199	56.4886	58.5586
Vitvi01g02153	5.87107	7.59839	6.34943	5.57429	6.93631
Vitvi01g02150	249.523	519.536	482.734	485.033	238.518
Vitvi11g00305	197.914	138.092	194.96	397.195	311.797
Vitvi11g00304	130.06	112.357	59.6663	199.9	448.893
Vitvi11g00303	1335.27	1138.39	1136.58	1462.33	1221.87
Vitvi11g00302	90.0134	70.592	80.2282	80.3119	65.365
Vitvi11g00301	506.357	377.283	615.614	227.087	755.14
Vitvi11g00300	363.2	264.273	323.225	252.469	275.952
Vitvi11g00309	3.32163	0.99642	0	3.36139	0.427636
Vitvi11g00308	8336.8	16569.3	5481.28	9693.46	10348.8
Vitvi14g02586	557.519	453.177	380.768	389.728	297.586
Vitvi12g00390	3.37845	3.77316	2.73161	0	1.46999
Vitvi03g00247	7559.02	7323.09	11961.8	12136.8	11936.5
Vitvi03g00246	466.367	1447.45	1293.55	799.227	709.356
Vitvi03g00245	181.624	259.816	291.522	291.099	349.741
Vitvi03g00244	582.254	454.43	701.629	585.792	668.401
Vitvi03g00243	2945.98	2457.42	2858.64	2481.2	2421.5
Vitvi03g00242	727.225	2501.67	2362.01	3142.83	2574.59
Vitvi03g00241	216.304	211.335	163.666	303.644	196.87
Vitvi03g00240	339.901	389.274	319.375	500.544	414.413
Vitvi03g00249	4152.04	3021.82	3855.82	3202.63	3103.13
Vitvi03g00248	25.5679	27.972	32.8444	35.0008	28.4069
Vitvi09g01077	5.74812	3.53655	4.46447	0.765694	4.16941
Vitvi09g01078	8.56537	8.37234	7.77215	6.97805	6.22865
Vitvi01g01383	1.03998	0.730761	1.51403	2.31678	1.93196
Vitvi19g01849	82.7154	103.343	43.6536	64.6665	31.2589
Vitvi19g01848	13.1966	5.18757	0.378508	0	2.28579
Vitvi19g01844	10.0236	17.6788	11.6605	14.0232	42.0503
Vitvi19g01842	293.212	427.767	280.953	314.53	306.855
Vitvi19g01840	4.86229	1.34427	11.7123	9.20408	4.74465
Vitvi09g00033	8.08846	12.2135	6.42391	9.55009	10.0188
Vitvi09g00030	18.7468	7.26862	19.2549	17.8937	14.4745
Vitvi09g00031	17707.4	15902.4	23646.4	17803.9	21136.9
Vitvi09g00036	0.265937	3.2298	0.378508	0.705162	4.51811
Vitvi09g00035	16.1056	4.11498	0	0.772261	2.58614
Vitvi06g01203	8.53787	8.11271	7.12917	7.05171	8.35282
Vitvi06g01202	10.6929	18.2672	13.8251	19.4961	9.53765
Vitvi06g01204	51.6455	90.7411	27.5164	46.5664	67.1367
Vitvi14g00940	2.25788	0.654598	2.94286	0	0
Vitvi01g01548	349.438	161.369	1.48058	10.5473	1.71054
Vitvi01g01541	9.01478	24.2999	0.378508	0	8.98274
Vitvi01g01543	1.427	2.42287	0.345056	0.41968	0
Vitvi01g01546	89.0451	44.9049	33.8688	2.85096	15.0446
Vitvi10g00532	63.7854	56.992	69.8431	46.0928	38.3264
Vitvi10g00537	0.709788	0.695692	0.757015	9.05018	6.21464
Vitvi10g00536	2.04877	1.9227	5.66689	14.2245	6.02756
Vitvi12g00098	269.8	232.601	214.335	266.913	196.3
Vitvi12g00099	596.655	143.688	661.339	370.745	194.111
Vitvi12g00095	237.224	249.343	354.233	195.387	358.027
Vitvi12g00096	879.639	892.126	925.578	1501.73	1691.45
Vitvi12g00097	4887.74	3051.41	5138.58	5098.16	4265.45
Vitvi12g00092	1507.48	2472.23	2212.11	938.377	2569.84
Vitvi12g00093	987.017	718.794	610.309	818.6	786.148
Vitvi09g01858	0	8.08157	2.20414	3.52581	8.72185
Vitvi09g01853	55.4051	35.7837	45.2163	52.8419	43.0391
Vitvi09g01852	91.7041	145.167	107.59	119.269	101.083
Vitvi09g01857	28.2875	13.9428	45.7545	25.0915	3.40195
Vitvi09g01855	73.2604	79.2041	67.6861	78.6832	71.7285
Vitvi13g00138	45.4862	60.0878	37.4471	38.3581	65.472
Vitvi13g00139	0.830873	1.7332	1.63711	2.71676	4.4443
Vitvi13g00136	373.104	476.274	378.683	391.818	379.881
Vitvi13g00137	69.5573	93.672	60.0797	60.2751	73.8552
Vitvi13g00134	547.373	500.71	540.224	308.774	347.834
Vitvi13g00135	153.111	100.034	124.409	73.2919	84.2406
Vitvi13g00132	1563.51	1122.44	1208.2	1301.94	1469.83
Vitvi13g00133	645.158	507.853	536.112	620.633	581.927
Vitvi13g00131	439.98	691.388	821.242	532.154	748.941
Vitvi17g00650	1.54066	0.347846	1.90769	1.12484	3.27467
Vitvi17g00655	0.652959	0.96135	0.723563	0	0.427636
Vitvi17g00654	0	6.06463	18.6134	45.072	55.7038
Vitvi14g02812	68.3283	149.018	87.3542	93.6525	164.959
Vitvi14g02814	3.49954	15.4805	0.798043	9.53696	1.04235
Vitvi12g01529	80.992	46.134	84.8858	25.2716	45.0857
Vitvi12g01527	75.3385	64.7912	99.7415	58.7476	88.667
Vitvi16g01221	51.2217	37.6342	45.2893	39.1541	41.209
Vitvi12g01526	1.16107	2.069	2.21172	1.66559	4.01666
Vitvi04g00742	0.531875	16.3346	16.1326	0	22.1337
Vitvi04g00744	5.75741	2.19228	10.1328	4.38892	6.36225
Vitvi04g00747	2143.09	2233.74	783.657	1730.01	1293.87
Vitvi04g00749	1034.84	1010.1	953.089	1050.1	1102.09
Vitvi04g00748	3096.38	2835.97	2913.88	3346.33	2988.64
Vitvi04g01298	244.466	694.294	100.954	321.553	398.635
Vitvi04g01292	0	0	0	0.352581	0
Vitvi16g01247	749.826	1034.16	456.206	246.009	817.869
Vitvi16g01225	292.212	290.308	182.353	462.801	251.935
Vitvi16g01244	848.602	620.068	827.19	1275.3	583.432
Vitvi16g01245	3.75805	4.07389	1.1431	1.59849	1.35671
Vitvi11g00468	394.342	238.867	386.216	199.558	351.215
Vitvi11g00469	10.935	6.76844	7.93479	4.6073	4.75866
Vitvi11g00466	42.2564	101.733	54.773	45.4875	123.367
Vitvi11g00467	0.387022	0.306752	2.24517	0.832793	2.51234
Vitvi11g00464	24.0949	55.9216	44.5733	35.0785	57.1432
Vitvi11g00465	129.837	159.941	218.86	125.071	221.782
Vitvi11g00463	329.18	316.385	370.309	379.848	262.041
Vitvi11g00460	0	4.60311	2.21172	0	0
Vitvi11g00461	340.761	289.356	343.002	445.04	540.8
Vitvi14g00058	22.0554	66.1373	37.3301	83.2602	63.3401
Vitvi16g01226	1655.28	1325.77	1283.56	1329.98	1414.25
Vitvi14g00059	8.45171	17.0614	6.80241	13.593	7.87171
Vitvi14g00056	2438.78	1890.86	1996.18	1913.42	2388.89
Vitvi14g00057	847.038	706.244	809.331	685.425	793.965
Vitvi14g00055	22.0075	24.3151	31.7333	20.5448	4.20374
Vitvi12g02639	444.06	369.871	448.416	474.291	369.555
Vitvi12g02636	5.93533	8.65398	85.702	0	12.61
Vitvi12g02634	71.3164	57.9644	83.0008	86.0941	79.9947
Vitvi14g00050	25.65	16.6555	14.123	2.83783	11.6224
Vitvi14g00051	3966.6	3790.31	3662.78	3631.03	3609.56
Vitvi17g01135	7.37681	7.73372	9.32574	5.28881	6.17517
Vitvi07g01268	8.21141	24.7561	15.7435	16.6189	8.05366
Vitvi07g01269	2.78975	11.4187	5.87056	7.01888	7.21753
Vitvi07g01262	683.037	663.942	615.708	798.171	532.854
Vitvi07g01263	223.219	240.063	200.558	266.483	144.338
Vitvi07g01260	111.834	123.773	113.837	125.947	114.256
Vitvi07g01261	417.874	381.611	326.189	391.261	229.75
Vitvi07g01266	86.0024	96.5348	73.5415	65.1601	101.714
Vitvi07g01267	2.96766	5.30482	4.10426	5.04011	4.98521
Vitvi07g01264	70.3002	71.9745	58.751	49.2621	85.8326
Vitvi07g01265	32.95	39.5237	26.8249	24.7047	38.997
Vitvi12g00772	0	0	2.59023	0	1.54379
Vitvi12g00777	92.6802	122.654	97.9251	131.937	117.107
Vitvi12g00779	22.1085	36.6388	25.9523	29.3146	32.9199
Vitvi01g02045	3089	1005.24	789.801	169.837	1032.78
Vitvi01g02047	520.501	273.695	332.125	643.205	650
Vitvi09g00480	8.6753	1.76225	2.5978	2.18258	1.6176
Vitvi12g02435	6.85422	9.67944	0	9.14354	42.3709
Vitvi01g02041	2395.13	1581.66	2058.19	1647.24	861.467
Vitvi19g01957	41.7798	383.553	183.917	197.261	55.9748
Vitvi05g00328	228.411	291.487	274.436	269.523	293.555
Vitvi05g00329	92.8214	100.792	123.465	108.731	81.8147
Vitvi05g00322	351.114	525.328	446.492	576.319	528.99
Vitvi05g00323	472.376	510.894	588.216	468.242	439.628
Vitvi05g00320	492.355	597.123	588.758	494.36	520.003
Vitvi05g00321	783.557	473.792	904.602	747.691	806.573
Vitvi05g00326	314.892	474.565	438.294	552.171	390.178
Vitvi05g00325	27.844	33.2376	20.9208	37.3741	26.3463
Vitvi07g00135	143.805	355.165	240.878	152.867	270.615
Vitvi07g00134	252.232	331.567	297.133	248.177	340.836
Vitvi07g00137	35.4389	58.7454	41.1699	36.8767	38.1011
Vitvi07g00136	208.052	323.822	251.573	217.376	250.468
Vitvi07g00131	60.7376	135.857	69.3887	52.5089	78.1201
Vitvi07g00130	279.793	288.184	335.471	418.007	472.825
Vitvi07g00133	79.6596	52.0914	46.1479	41.3775	40.5854
Vitvi07g00132	840.519	775.121	579.216	733.529	527.18
Vitvi07g00139	6298.36	6307.09	6780.43	9656.98	5248.61
Vitvi07g00138	89.0377	99.1312	90.34	240.064	142.583
Vitvi19g00242	121.069	130.127	154.953	122.351	177.778
Vitvi19g00243	1123.89	672.109	482.278	1380.98	745.819
Vitvi19g00246	163.909	140.176	177.731	264.675	273.836
Vitvi19g00245	1205.98	937.359	958.691	986.269	794.957
Vitvi05g00490	300.873	332.16	416.791	322.65	501.824
Vitvi05g00492	104.966	223.136	147.361	314.2	167.345
Vitvi05g00493	0	0.347846	0	2.01817	0
Vitvi05g00496	2525.15	2227.82	2254.84	2023.01	2136.32
Vitvi05g00497	373.736	331.64	453.195	336.434	284.953
Vitvi05g00498	19.8562	17.1336	23.4944	19.0239	36.7787
Vitvi05g00499	2216.8	2416.09	1985.45	2289.97	2340.98
Vitvi12g01552	4.80546	4.10896	5.05884	5.9203	4.33103
Vitvi12g01553	12.1292	10.69	12.7961	16.8676	14.3346
Vitvi12g01550	3.08875	1.69211	2.17827	7.52536	7.45808
Vitvi12g01551	2.96766	3.30806	3.53723	6.71226	6.78989
Vitvi14g00438	42.3388	66.5262	19.9997	17.3281	20.2309
Vitvi14g00439	803.769	678.07	983.002	647.284	726.609
Vitvi14g00434	11.9037	8.89059	21.1763	24.685	11.2737
Vitvi14g00437	824.963	2311.17	1111.7	1383.05	556.494
Vitvi14g00430	760.34	917.897	814.399	984.367	844.135
Vitvi14g00431	1212.69	1220.42	985.525	915.974	955.365
Vitvi14g00432	143.242	140.08	164.799	160.992	162.007
Vitvi14g00433	3534.62	5131.4	3838.92	3619.85	4601.07
Vitvi15g00748	9.69338	12.2628	4.11183	2.83783	6.90316
Vitvi16g01888	28.5739	11.6843	17.5797	2.83783	12.9104
Vitvi16g01889	28.2879	16.4911	24.2757	0.413113	28.2897
Vitvi16g01880	89.2806	104.459	74.6252	1412.49	138.9
Vitvi08g00744	0.265937	2.34671	0	1.11828	0
Vitvi08g00740	336.05	276.063	560.707	334.69	251.352
Vitvi15g01403	272.364	242.935	290.166	230.254	275.599
Vitvi07g02519	3.14558	1.38536	2.3531	1.24591	1.22943
Vitvi07g02518	0.531875	1.35029	1.67814	1.95763	0.501442
Vitvi15g01402	30.3125	36.5496	28.3419	27.7135	56.0322
Vitvi07g02514	15.612	9.67944	14.8923	8.1332	16.2932
Vitvi07g02510	1307.84	1361.02	1374.26	1025.02	998.932
